home_team,away_team,game_date,result,home_goals,away_goals,referee,attendance,venue,home_ball_possession,away_ball_possession,home_goal_attempts,away_goal_attempts,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_blocked_shots,away_blocked_shots,home_free_kicks,away_free_kicks,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_goalkeeper_saves,away_goalkeeper_saves,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_formation,away_formation,home_players,away_players,home_substitutes,away_substitutes,substitutions_made,home_coach,away_coach
Chelsea,Tottenham,11/26/2016,W,2,1,Oliver M. (Eng),41513,Stamford Bridge (London),0.46,0.54,9,12,5,6,3,5,1,1,19,15,3,8,3,3,5,3,13,16,2,1,3 - 4 - 3,4 - 2 - 3 - 1,"[u'Alonso M.', u'Azpilicueta C.', u'Cahill G. ', u'Costa D.', u'Courtois T. ', u'Hazard E.', u'Kante N.', u'Luiz D.', u'Matic N.', u'Moses V.', u'Pedro']","[u'Alli D.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Kane H.', u'Lloris H. ', u'Son Heung-Min', u'Vertonghen J.', u'Walker K.', u'Wanyama V.', u'Wimmer K.']","[u'Batshuayi M.', u'Begovic A. ', u'Willian', u'Chalobah N.', u'Fabregas C.', u'Ivanovic B.', u'Oscar']","[u'Carter-Vickers C.', u'Janssen V.', u""N'Koudou G."", u'Onomah J.', u'Trippier K.', u'Vorm M. ', u'Winks H.']","[(u'Janssen V.', u'Dembele M.'), (u'Willian', u'Hazard E.'), (u""N'Koudou G."", u'Alli D.'), (u'Ivanovic B.', u'Moses V.'), (u'Oscar', u'Pedro'), (u'Winks H.', u'Son Heung-Min')]",Conte A.,Pochettino M.
Watford,Everton,12/10/2016,W,3,2,Taylor A. (Eng),20769,Vicarage Road (Watford),0.47,0.53,11,11,6,4,4,4,1,3,19,15,2,4,3,3,2,3,11,16,2,2,4 - 3 - 3,4 - 3 - 3,"[u'Amrabat N.', u'Behrami V.', u'Britos M.', u'Capoue E.', u'Deeney T. ', u'Gomes H. ', u'Guedioura A.', u'Holebas J.', u'Okaka S.', u'Prodl S.', u'Zuniga J.']","[u'Baines L.', u'Barry G. ', u'Coleman S.', u'Deulofeu G.', u'Gueye I.', u'Lukaku R.', u'McCarthy J.', u'Mirallas K.', u'Mori R.', u'Stekelenburg M. ', u'Williams A.']","[u'Ighalo O.', u'Janmaat D.', u'Kabasele C.', u'Pantilimon C. ', u'Sinclair J.', u'Success I.', u'Watson B.']","[u'Barkley R.', u'Cleverley T.', u'Holgate M.', u'Jagielka P.', u'Lennon A.', u'Robles J. ', u'Valencia E.']","[(u'Barkley R.', u'Gueye I.'), (u'Janmaat D.', u'Guedioura A.'), (u'Kabasele C.', u'Zuniga J.'), (u'Lennon A.', u'Baines L.'), (u'Watson B.', u'Okaka S.'), (u'Valencia E.', u'Mirallas K.')]",Mazzarri W.,Koeman R.
Manchester City,Chelsea,12/3/2016,L,1,3,Taylor A. (Eng),54457,Etihad Stadium (Manchester),0.61,0.39,14,10,5,4,7,5,2,1,10,15,9,2,2,1,1,4,14,9,2,3,3 - 4 - 2 - 1,3 - 4 - 3,"[u'Aguero S.', u'Bravo C. ', u'de Bruyne K.', u'Fernandinho', u'Gundogan I.', u'Kolarov A.', u'Navas J.', u'Otamendi N.', u'Sane L.', u'Silva D. ', u'Stones J.']","[u'Alonso M.', u'Azpilicueta C.', u'Cahill G. ', u'Costa D.', u'Courtois T. ', u'Fabregas C.', u'Hazard E.', u'Kante N.', u'Luiz D.', u'Moses V.', u'Pedro']","[u'Caballero W. ', u'Clichy G.', u'Iheanacho K.', u'Fernando', u'Sagna B.', u'Toure Y.', u'Zabaleta P.']","[u'Aina O.', u'Batshuayi M.', u'Begovic A. ', u'Willian', u'Chalobah N.', u'Ivanovic B.', u'Oscar']","[(u'Clichy G.', u'Sane L.'), (u'Batshuayi M.', u'Hazard E.'), (u'Iheanacho K.', u'Stones J.'), (u'Willian', u'Pedro'), (u'Chalobah N.', u'Costa D.'), (u'Toure Y.', u'Gundogan I.')]",Guardiola P.,Conte A.
Sunderland,Crystal Palace,9/24/2016,L,2,3,Taylor A. (Eng),38941,Stadium of Light (Sunderland),0.46,0.54,11,20,4,4,4,12,3,4,14,18,3,5,3,2,1,2,15,12,0,2,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Cattermole L. ', u'Defoe J.', u'Djilobodji P.', u'Januzaj A.', u'Kirchhoff J.', u'Kone L.', u'Manquillo J.', u'Ndong D.', u'Pickford J. ', u'Pienaar S.', u'van Aanholt P.']","[u'Benteke C.', u'Cabaye Y.', u'Delaney D. ', u'Kelly M.', u'Ledley J.', u'Mandanda S. ', u'McArthur J.', u'Puncheon J.', u'Tomkins J.', u'Townsend A.', u'Ward J.']","[u'Anichebe V.', u'Denayer J.', u'Khazri W.', u'McNair P.', u'Mika ', u""O'Shea J."", u'Watmore D.']","[u'Fryers Z.', u'Hennessey W. ', u'Lee Chung-Yong', u'Mutch J.', u'Sako B.', u'Wickham C.', u'Wynter B.']","[(u'Anichebe V.', u'Januzaj A.'), (u'Fryers Z.', u'Kelly M.'), (u'Lee Chung-Yong', u'Puncheon J.'), (u'McNair P.', u'Cattermole L.'), (u'Wickham C.', u'Cabaye Y.'), (u'Watmore D.', u'Pienaar S.')]",Moyes D.,Pardew A.
Everton,Swansea,11/19/2016,D,1,1,Atkinson M. (Eng),38773,Goodison Park (Liverpool),0.62,0.38,14,5,6,3,6,2,2,0,17,13,10,3,1,4,2,5,13,12,5,2,4 - 2 - 3 - 1,4 - 3 - 3,"[u'Baines L.', u'Barkley R.', u'Bolasie Y.', u'Coleman S.', u'Gueye I.', u'Jagielka P. ', u'Lennon A.', u'Lukaku R.', u'McCarthy J.', u'Stekelenburg M. ', u'Williams A.']","[u'Amat J.', u'Barrow M.', u'Cork J. ', u'Fabianski L. ', u'Fer L.', u'Fernandez F.', u'Fulton J.', u'Naughton K.', u'Routledge W.', u'Sigurdsson G.', u'Taylor N.']","[u'Cleverley T.', u'Deulofeu G.', u'Holgate M.', u'Mirallas K.', u'Mori R.', u'Robles J. ', u'Valencia E.']","[u'Baston B.', u'Dyer N.', u'Ki Sung-Yong', u'McBurnie O.', u'Nordfeldt K. ', u'Rangel A.', u'van der Hoorn M.']","[(u'Deulofeu G.', u'Lennon A.'), (u'Dyer N.', u'Barrow M.'), (u'Ki Sung-Yong', u'Fulton J.'), (u'Mirallas K.', u'McCarthy J.'), (u'Valencia E.', u'Jagielka P.')]",Koeman R.,Bradley B.
West Ham,Middlesbrough,10/1/2016,D,1,1,Swarbrick N. (Eng),56945,Olympic Stadium (London),0.4,0.6,19,9,2,3,11,4,6,2,14,18,4,5,5,2,2,1,13,12,2,3,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Adrian ', u'Antonio M.', u'Byram S.', u'Collins J.', u'Kouyate C.', u'Noble M. ', u'Obiang P.', u'Ogbonna A.', u'Payet D.', u'Reid W.', u'Tore G.']","[u'Barragan A.', u'Chambers C.', u'De Roon M.', u'Downing S.', u'Fischer V.', u'Forshaw A.', u'Friend G. ', u'Gibson B.', u'Rhodes J.', u'Stuani C.', u'Valdes V. ']","[u'Arbeloa A.', u'Feghouli S.', u'Fernandes E.', u'Fletcher A.', u'Lanzini M.', u'Randolph D. ', u'Zaza S.']","[u'Ayala D.', u'Clayton A.', u'Espinosa B.', u'Guzan B. ', u'Negredo A.', u'Ramirez G.', u'Traore A.']","[(u'Arbeloa A.', u'Byram S.'), (u'Lanzini M.', u'Noble M.'), (u'Negredo A.', u'Rhodes J.'), (u'Ramirez G.', u'Fischer V.'), (u'Zaza S.', u'Tore G.')]",Bilic S.,Karanka A.
Manchester United,Arsenal,11/19/2016,D,1,1,Marriner A. (Eng),75264,Old Trafford (Manchester),0.45,0.55,12,5,5,1,5,3,2,1,10,18,10,4,3,0,0,4,14,11,3,3,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Carrick M. ', u'Darmian M.', u'de Gea D. ', u'Herrera A.', u'Jones P.', u'Martial A.', u'Mata', u'Pogba P.', u'Rashford M.', u'Rojo M.', u'Valencia A.']","[u'Cech P. ', u'Coquelin F.', u'Elneny M.', u'Jenkinson C.', u'Koscielny L. ', u'Monreal N.', u'Mustafi S.', u'Ozil M.', u'Ramsey A.', u'Sanchez A.', u'Walcott T.']","[u'Blind D.', u'Depay M.', u'Lingard J.', u'Romero S. ', u'Rooney W.', u'Schneiderlin M.', u'Young A.']","[u'Gibbs K.', u'Giroud O.', u'Iwobi A.', u'Ospina D. ', u'Oxlade-Chamberlain A.', u'Gabriel', u'Xhaka G.']","[(u'Blind D.', u'Darmian M.'), (u'Giroud O.', u'Elneny M.'), (u'Rooney W.', u'Martial A.'), (u'Oxlade-Chamberlain A.', u'Jenkinson C.'), (u'Schneiderlin M.', u'Mata J.'), (u'Xhaka G.', u'Coquelin F.')]",Mourinho J.,Wenger A.
Manchester City,Sunderland,8/13/2016,W,2,1,Madley R. (Eng),54362,Etihad Stadium (Manchester),0.77,0.23,16,7,4,3,8,2,4,2,14,12,9,6,1,2,2,2,11,14,1,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Aguero S.', u'Caballero W. ', u'Clichy G.', u'de Bruyne K.', u'Fernandinho', u'Kolarov A.', u'Nolito D.', u'Sagna B.', u'Silva D. ', u'Sterling R.', u'Stones J.']","[u'Borini F.', u'Defoe J.', u'Gooch L.', u'Kaboul Y.', u'Kone L.', u'Love D.', u'Mannone V. ', u""O'Shea J. "", u'Rodwell J.', u'van Aanholt P.', u'Watmore D.']","[u'Delph F.', u'Hart J. ', u'Iheanacho K.', u'Navas J.', u'Otamendi N.', u'Fernando', u'Zabaleta P.']","[u'Asoro J.', u'Djilobodji P.', u'Januzaj A.', u'Khazri W.', u'Lens J.', u'McNair P.', u'Pickford J. ']","[(u'Delph F.', u'Silva D.'), (u'Iheanacho K.', u'Clichy G.'), (u'Januzaj A.', u'Watmore D.'), (u'Navas J.', u'Nolito D.'), (u'Khazri W.', u'Gooch L.'), (u'McNair P.', u'Defoe J.)(Own goal')]",Guardiola P.,Moyes D.
Liverpool,Manchester United,10/17/2016,D,0,0,Taylor A. (Eng),52769,Anfield Road (Liverpool),0.65,0.35,9,7,3,1,3,5,3,1,25,16,3,1,2,5,1,3,14,20,0,4,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Can E.', u'Clyne N.', u'Coutinho', u'Firmino R.', u'Henderson J. ', u'Karius L. ', u'Lovren D.', u'Mane S.', u'Matip J.', u'Milner J.', u'Sturridge D.']","[u'Bailly E.', u'Blind D.', u'de Gea D. ', u'Fellaini M.', u'Herrera A.', u'Ibrahimovic Z.', u'Pogba P.', u'Rashford M.', u'Smalling C. ', u'Valencia A.', u'Young A.']","[u'Grujic M.', u'Klavan R.', u'Lallana A.', u'Mignolet S. ', u'Moreno A.', u'Origi D.', u'Lucas Leiva']","[u'Carrick M.', u'Lingard J.', u'Mata', u'Rojo M.', u'Romero S. ', u'Rooney W.', u'Shaw L.']","[(u'Lallana A.', u'Sturridge D.'), (u'Moreno A.', u'Milner J.'), (u'Origi D.', u'Firmino R.'), (u'Rooney W.', u'Rashford M.'), (u'Shaw L.', u'Young A.')]",Klopp J.,Mourinho J.
Arsenal,Middlesbrough,10/22/2016,D,0,0,Dean M. (Eng),59962,Emirates Stadium (London),0.75,0.25,9,11,5,4,3,3,1,4,15,11,8,3,5,2,4,5,6,13,1,0,4 - 2 - 3 - 1,4 - 3 - 2 - 1,"[u'Bellerin H.', u'Cech P. ', u'Coquelin F.', u'Elneny M.', u'Iwobi A.', u'Koscielny L. ', u'Monreal N.', u'Mustafi S.', u'Ozil M.', u'Sanchez A.', u'Walcott T.']","[u'Ayala D.', u'Barragan A.', u'Clayton A.', u'De Roon M.', u'Forshaw A.', u'Friend G. ', u'Gibson B.', u'Negredo A.', u'Ramirez G.', u'Traore A.', u'Valdes V. ']","[u'Gibbs K.', u'Maitland-Niles A.', u'Ospina D. ', u'Oxlade-Chamberlain A.', u'Gabriel', u'Perez L.', u'Reine Adelaide J.']","[u'De Sart J.', u'Downing S.', u'Espinosa B.', u'Guzan B. ', u'Nugent D.', u'Fabio', u'Stuani C.']","[(u'Downing S.', u'Ramirez G.'), (u'Oxlade-Chamberlain A.', u'Elneny M.'), (u'Perez L.', u'Iwobi A.'), (u'Stuani C.', u'Negredo A.')]",Wenger A.,Karanka A.
Crystal Palace,Bournemouth,8/27/2016,D,1,1,Dean M. (Eng),23503,Selhurst Park (London),0.59,0.41,24,10,5,3,12,4,7,3,12,19,10,4,5,2,2,4,15,10,2,1,4 - 4 - 1 - 1,4 - 3 - 3,"[u'Benteke C.', u'Cabaye Y.', u'Dann S. ', u'Delaney D.', u'Mandanda S. ', u'McArthur J.', u'Puncheon J.', u'Souare P.', u'Townsend A.', u'Ward J.', u'Wickham C.']","[u'Arter H.', u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Francis S. ', u'Fraser R.', u'Ibe J.', u'King J.', u'Smith A.', u'Surman A.', u'Wilson C.']","[u'Boateng H.', u'Kelly M.', u'Ledley J.', u'Lee Chung-Yong', u'Speroni J. ', u'Tomkins J.', u'Zaha W.']","[u'Afobe B.', u'Ake N.', u'Federici A. ', u'Gosling D.', u'Grabban L.', u'Gradel M.', u'Smith B.']","[(u'Kelly M.', u'Ward J.'), (u'Ake N.', u'Fraser R.'), (u'Lee Chung-Yong', u'McArthur J.'), (u'Gosling D.', u'Ibe J.'), (u'Grabban L.', u'Wilson C.'), (u'Zaha W.', u'Wickham C.')]",Pardew A.,Howe E.
Arsenal,Chelsea,9/24/2016,W,3,0,Oliver M. (Eng),60028,Emirates Stadium (London),0.5,0.5,14,9,5,2,5,5,4,2,13,14,9,1,5,2,2,2,9,11,0,2,4 - 2 - 3 - 1,4 - 1 - 4 - 1,"[u'Bellerin H.', u'Cazorla S.', u'Cech P. ', u'Coquelin F.', u'Iwobi A.', u'Koscielny L. ', u'Monreal N.', u'Mustafi S.', u'Ozil M.', u'Sanchez A.', u'Walcott T.']","[u'Azpilicueta C.', u'Cahill G.', u'Costa D.', u'Courtois T. ', u'Fabregas C.', u'Hazard E.', u'Ivanovic B. ', u'Kante N.', u'Luiz D.', u'Matic N.', u'Willian']","[u'Gibbs K.', u'Giroud O.', u'Holding R.', u'Ospina D. ', u'Oxlade-Chamberlain A.', u'Perez L.', u'Xhaka G.']","[u'Alonso M.', u'Batshuayi M.', u'Begovic A. ', u'Chalobah N.', u'Moses V.', u'Oscar', u'Pedro']","[(u'Gibbs K.', u'Iwobi A.'), (u'Alonso M.', u'Fabregas C.'), (u'Giroud O.', u'Sanchez A.'), (u'Batshuayi M.', u'Hazard E.'), (u'Xhaka G.', u'Coquelin F.'), (u'Pedro', u'Willian')]",Wenger A.,Conte A.
Tottenham,Leicester,10/29/2016,D,1,1,Madley R. (Eng),31868,White Hart Lane (London),0.64,0.36,22,6,5,1,11,4,6,1,19,13,8,1,2,1,0,4,11,20,3,4,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Alli D.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Janssen V.', u'Lloris H. ', u'Rose D.', u'Son Heung-Min', u'Vertonghen J.', u'Walker K.', u'Wanyama V.']","[u'Drinkwater D.', u'Fuchs Ch.', u'Huth R.', u'King A.', u'Mahrez R.', u'Morgan W. ', u'Musa A.', u'Okazaki S.', u'Schmeichel K. ', u'Simpson D.', u'Vardy J.']","[u'Carter-Vickers C.', u'Davies B.', u""N'Koudou G."", u'Onomah J.', u'Trippier K.', u'Vorm M. ', u'Winks H.']","[u'Albrighton M.', u'Amartey D.', u'Gray D.', u'Hernandez L.', u'Schlupp J.', u'Ulloa L.', u'Zieler R. ']","[(u'Albrighton M.', u'Mahrez R.'), (u""N'Koudou G."", u'Alli D.'), (u'Schlupp J.', u'Musa A.'), (u'Ulloa L.', u'Okazaki S.'), (u'Winks H.', u'Wanyama V.')]",Pochettino M.,Ranieri C.
Arsenal,Swansea,10/15/2016,W,3,2,Moss J. (Eng),60007,Emirates Stadium (London),0.49,0.51,16,13,6,6,7,5,3,2,12,16,5,6,9,2,4,3,7,10,0,1,4 - 2 - 3 - 1,4 - 4 - 1 - 1,"[u'Bellerin H.', u'Cazorla S.', u'Cech P. ', u'Iwobi A.', u'Koscielny L. ', u'Monreal N.', u'Mustafi S.', u'Ozil M.', u'Sanchez A.', u'Walcott T.', u'Xhaka G.']","[u'Amat J.', u'Barrow M.', u'Britton L. ', u'Cork J.', u'Fabianski L. ', u'Fer L.', u'Fernandez F.', u'Naughton K.', u'Routledge W.', u'Sigurdsson G.', u'Taylor N.']","[u'Coquelin F.', u'Elneny M.', u'Gibbs K.', u'Ospina D. ', u'Oxlade-Chamberlain A.', u'Gabriel', u'Perez L.']","[u'Baston B.', u'Fulton J.', u'Ki Sung-Yong', u'Kingsley S.', u'Nordfeldt K. ', u'Rangel A.', u'van der Hoorn M.']","[(u'Coquelin F.', u'Iwobi A.'), (u'Baston B.', u'Britton L.'), (u'Gibbs K.', u'Ozil M.'), (u'Ki Sung-Yong', u'Cork J.'), (u'Oxlade-Chamberlain A.', u'Sanchez A.'), (u'Rangel A.', u'Barrow M.')]",Wenger A.,Bradley B.
Arsenal,Liverpool,8/14/2016,L,3,4,Oliver M. (Eng),60033,Emirates Stadium (London),0.51,0.49,9,16,5,7,3,3,1,6,20,17,5,4,4,3,3,2,13,17,3,3,4 - 2 - 3 - 1,4 - 3 - 3,"[u'Bellerin H.', u'Cech P. ', u'Chambers C.', u'Coquelin F.', u'Elneny M.', u'Holding R.', u'Iwobi A.', u'Monreal N.', u'Ramsey A.', u'Sanchez A.', u'Walcott T.']","[u'Clyne N.', u'Coutinho', u'Firmino R.', u'Henderson J. ', u'Klavan R.', u'Lallana A.', u'Lovren D.', u'Mane S.', u'Mignolet S. ', u'Moreno A.', u'Wijnaldum G.']","[u'Akpom Ch.', u'Cazorla S.', u'Gibbs K.', u'Ospina D. ', u'Oxlade-Chamberlain A.', u'Wilshere J.', u'Xhaka G.']","[u'Alexander-Arnold T.', u'Can E.', u'Grujic M.', u'Manninger A. ', u'Matip J.', u'Origi D.', u'Stewart K.']","[(u'Cazorla S.', u'Ramsey A.'), (u'Can E.', u'Coutinho'), (u'Oxlade-Chamberlain A.', u'Iwobi A.'), (u'Origi D.', u'Lallana A.'), (u'Xhaka G.', u'Elneny M.'), (u'Stewart K.', u'Wijnaldum G.')]",Wenger A.,Klopp J.
Arsenal,Bournemouth,11/27/2016,W,3,1,Jones M. (Eng),59978,Emirates Stadium (London),0.52,0.48,16,9,3,3,7,5,6,1,17,12,3,10,1,4,2,0,12,13,3,5,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Cech P. ', u'Debuchy M.', u'Elneny M.', u'Koscielny L. ', u'Monreal N.', u'Mustafi S.', u'Oxlade-Chamberlain A.', u'Ozil M.', u'Sanchez A.', u'Walcott T.', u'Xhaka G.']","[u'Ake N.', u'Arter H.', u'Cook S.', u'Federici A. ', u'Francis S. ', u'Gosling D.', u'King J.', u'Smith A.', u'Smith B.', u'Stanislas J.', u'Wilson C.']","[u'Coquelin F.', u'Gibbs K.', u'Giroud O.', u'Iwobi A.', u'Ospina D. ', u'Gabriel', u'Ramsey A.']","[u'Afobe B.', u'Allsop R. ', u'Fraser R.', u'Ibe J.', u'Mings T.', u'Mousset L.', u'Pugh M.']","[(u'Afobe B.', u'Wilson C.'), (u'Giroud O.', u'Walcott T.'), (u'Ibe J.', u'Stanislas J.'), (u'Gabriel', u'Debuchy M.'), (u'Mousset L.', u'Smith B.'), (u'Ramsey A.', u'Oxlade-Chamberlain A.')]",Wenger A.,Howe E.
Manchester City,Middlesbrough,11/5/2016,D,1,1,Friend K. (Eng),54294,Etihad Stadium (Manchester),0.71,0.29,25,5,7,3,11,1,7,1,17,11,8,2,5,2,2,6,7,15,1,3,4 - 1 - 4 - 1,4 - 5 - 1,"[u'Aguero S.', u'Bravo C. ', u'Clichy G.', u'de Bruyne K.', u'Fernandinho', u'Gundogan I.', u'Kolarov A.', u'Navas J.', u'Silva D.', u'Stones J.', u'Zabaleta P. ']","[u'Barragan A.', u'Chambers C.', u'Clayton A.', u'De Roon M.', u'Downing S.', u'Forshaw A.', u'Friend G. ', u'Gibson B.', u'Negredo A.', u'Traore A.', u'Valdes V. ']","[u'Caballero W. ', u'Garcia A.', u'Iheanacho K.', u'Kompany V.', u'Maffeo P.', u'Nolito D.', u'Sane L.']","[u'Espinosa B.', u'Fischer V.', u'Guzan B. ', u'Leadbitter G.', u'Nugent D.', u'Fabio', u'Stuani C.']","[(u'Garcia A.', u'Navas J.'), (u'Fischer V.', u'Downing S.'), (u'Iheanacho K.', u'Aguero S.'), (u'Nolito D.', u'Gundogan I.'), (u'Stuani C.', u'Traore A.')]",Guardiola P.,Karanka A.
Sunderland,West Brom,10/1/2016,D,1,1,Attwell S. (Eng),40043,Stadium of Light (Sunderland),0.56,0.44,7,17,2,7,4,7,1,3,14,8,6,5,2,1,6,1,7,13,1,3,4 - 1 - 4 - 1,4 - 4 - 1 - 1,"[u'Defoe J.', u'Denayer J.', u'Khazri W.', u'Kirchhoff J.', u'Kone L.', u'Manquillo J.', u'McNair P.', u'Ndong D.', u""O'Shea J. "", u'Pickford J. ', u'Watmore D.']","[u'Chadli N.', u'Dawson C.', u'Evans J.', u'Fletcher D. ', u'Foster B. ', u'McAuley G.', u'McClean J.', u'Nyom A.', u'Phillips M.', u'Rondon S.', u'Yacob C.']","[u'Djilobodji P.', u'Gooch L.', u'Honeyman G.', u'Love D.', u'Mika ', u'Rodwell J.', u'van Aanholt P.']","[u'Berahino S.', u'Gardner C.', u'Leko J.', u'Morrison J.', u'Myhill B. ', u'Olsson J.', u'Robson-Kanu H.']","[(u'Gooch L.', u'Khazri W.'), (u'Gardner C.', u'McClean J.'), (u'Morrison J.', u'Chadli N.'), (u'Rodwell J.', u'McNair P.'), (u'van Aanholt P.', u'Kirchhoff J.'), (u'Robson-Kanu H.', u'Rondon S.')]",Moyes D.,Pulis T.
Burnley,Everton,10/22/2016,W,2,1,Jones M. (Eng),21416,Turf Moor (Burnley),0.34,0.66,9,20,3,8,4,2,2,10,15,17,2,8,1,1,7,1,16,15,2,3,4 - 4 - 1 - 1,4 - 3 - 3,"[u'Arfield S.', u'Gudmundsson J.', u'Heaton T. ', u'Hendrick J.', u'Keane M.', u'Kightly M.', u'Lowton M.', u'Marney D.', u'Mee B.', u'Vokes S.', u'Ward S.']","[u'Barkley R.', u'Barry G.', u'Bolasie Y.', u'Coleman S.', u'Gueye I.', u'Jagielka P. ', u'Lukaku R.', u'Mirallas K.', u'Oviedo B.', u'Stekelenburg M. ', u'Williams A.']","[u'Bamford P.', u'Darikwa T.', u'Flanagan J.', u'Long K.', u""O'Neill A."", u'Robinson P. ', u'Tarkowski J.']","[u'Cleverley T.', u'Deulofeu G.', u'Holgate M.', u'Lennon A.', u'Mori R.', u'Robles J. ', u'Valencia E.']","[(u'Bamford P.', u'Vokes S.'), (u'Cleverley T.', u'Gueye I.'), (u'Deulofeu G.', u'Mirallas K.'), (u'Flanagan J.', u'Ward S.'), (u'Tarkowski J.', u'Kightly M.'), (u'Valencia E.', u'Jagielka P.')]",Dyche S.,Koeman R.
West Brom,Everton,8/20/2016,L,1,2,Swarbrick N. (Eng),23654,The Hawthorns (West Bromwich),0.34,0.66,11,13,4,7,5,5,2,1,11,16,7,4,0,1,5,3,16,10,3,1,4 - 4 - 2,3 - 4 - 2 - 1,"[u'Berahino S.', u'Dawson C.', u'Evans J.', u'Fletcher D. ', u'Foster B. ', u'Gardner C.', u'McAuley G.', u'Olsson J.', u'Phillips M.', u'Rondon S.', u'Yacob C.']","[u'Baines L.', u'Barkley R.', u'Barry G.', u'Deulofeu G.', u'Gueye I.', u'Holgate M.', u'Jagielka P. ', u'McCarthy J.', u'Mirallas K.', u'Mori R.', u'Stekelenburg M. ']","[u'Field S.', u'Lambert R.', u'Leko J.', u'McClean J.', u'Morrison J.', u'Myhill B. ', u'Wilson K.']","[u'Bolasie Y.', u'Cleverley T.', u'Lennon A.', u'Lukaku R.', u'Oviedo B.', u'Robles J. ', u'Williams A.']","[(u'Bolasie Y.', u'Deulofeu G.'), (u'Lambert R.', u'Berahino S.'), (u'Leko J.', u'Phillips M.'), (u'McClean J.', u'Gardner C.'), (u'Lukaku R.', u'McCarthy J.'), (u'Williams A.', u'Mirallas K.')]",Pulis T.,Koeman R.
Hull City,Chelsea,10/1/2016,L,0,2,Taylor A. (Eng),21257,KC Stadium (Hull),0.4,0.6,8,22,3,9,2,9,3,4,15,14,5,7,1,0,7,3,13,15,2,2,4 - 5 - 1,3 - 4 - 3,"[u'Clucas S.', u'Davies C. ', u'Diomande A.', u'Henriksen M.', u'Livermore J.', u'Marshall D. ', u'Mason R.', u'Mbokani D.', u'Meyler D.', u'Robertson A.', u'Snodgrass R.']","[u'Alonso M.', u'Azpilicueta C.', u'Cahill G. ', u'Costa D.', u'Courtois T. ', u'Hazard E.', u'Kante N.', u'Luiz D.', u'Matic N.', u'Moses V.', u'Willian']","[u'Hernandez A.', u'Huddlestone T.', u'Jakupovic E. ', u'Keane W.', u'Maguire H.', u'Maloney S.', u'Weir J.']","[u'Batshuayi M.', u'Begovic A. ', u'Chalobah N.', u'Fabregas C.', u'Ivanovic B.', u'Oscar', u'Pedro']","[(u'Hernandez A.', u'Henriksen M.'), (u'Huddlestone T.', u'Clucas S.'), (u'Chalobah N.', u'Willian'), (u'Maloney S.', u'Diomande A.'), (u'Oscar', u'Hazard E.'), (u'Pedro', u'Moses V.')]",Phelan M.,Conte A.
Everton,West Ham,10/30/2016,W,2,0,Taylor A. (Eng),39574,Goodison Park (Liverpool),0.49,0.51,17,13,6,3,4,4,7,6,13,18,8,8,2,1,3,4,15,12,2,3,4 - 3 - 3,3 - 4 - 2 - 1,"[u'Barkley R.', u'Barry G. ', u'Bolasie Y.', u'Coleman S.', u'Gueye I.', u'Lukaku R.', u'Mirallas K.', u'Mori R.', u'Oviedo B.', u'Robles J. ', u'Williams A.']","[u'Adrian ', u'Antonio M.', u'Cresswell A.', u'Fernandes E.', u'Kouyate C.', u'Lanzini M.', u'Noble M. ', u'Obiang P.', u'Ogbonna A.', u'Payet D.', u'Reid W.']","[u'Calvert-Lewin D.', u'Cleverley T.', u'Deulofeu G.', u'Hewelt M. ', u'Holgate M.', u'Jagielka P.', u'Lennon A.']","[u'Ayew A.', u'Collins J.', u'Feghouli S.', u'Fletcher A.', u'Nordtveit H.', u'Randolph D. ', u'Zaza S.']","[(u'Ayew A.', u'Obiang P.'), (u'Cleverley T.', u'Mirallas K.'), (u'Feghouli S.', u'Lanzini M.'), (u'Jagielka P.', u'Bolasie Y.'), (u'Lennon A.', u'Barkley R.'), (u'Zaza S.', u'Fernandes E.')]",Koeman R.,Bilic S.
