home_team,away_team,game_date,result,home_goals,away_goals,referee,attendance,venue,home_ball_possession,away_ball_possession,home_goal_attempts,away_goal_attempts,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_blocked_shots,away_blocked_shots,home_free_kicks,away_free_kicks,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_goalkeeper_saves,away_goalkeeper_saves,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_formation,away_formation,home_players,away_players,home_substitutes,away_substitutes,substitutions_made,home_coach,away_coach
Southampton,Everton,4/26/2014,W,2,0,Oliver M. (Eng),,St. Mary's Stadium (Southampton),0.54,0.46,14,9,4,2,4,2,,,16,14,4,7,1,5,2,2,13,12,0,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Boruc A. ', u'Clyne N.', u'Cork J.', u'Davis S.', u'Fonte J.', u'Gallagher S.', u'Lallana A. ', u'Lambert R.', u'Lovren D.', u'Shaw L.', u'Wanyama V.']","[u'Alcaraz A.', u'Baines L.', u'Barkley R.', u'Barry G.', u'Coleman S.', u'Deulofeu G.', u'Howard T. ', u'Lukaku R.', u'McCarthy J.', u'Naismith S.', u'Stones J.']","[u'Chambers C.', u'Guly', u'Gazzaniga P. ', u'Hooiveld J.', u'Reed H.', u'Targett M.', u'Ward-Prowse J.']","[u'Browning T.', u'Garbutt L.', u'Hibbert T.', u'Ledson R.', u'McGeady A.', u'Osman L.', u'Robles J. ']","[(u'Guly', u'Davis S.'), (u'Garbutt L.', u'Baines L.'), (u'Reed H.', u'Lallana A.'), (u'McGeady A.', u'Deulofeu G.'), (u'Osman L.', u'Barkley R.'), (u'Ward-Prowse J.', u'Gallagher S.')]",Pochettino M.,Martinez R.
Cardiff,Tottenham,9/22/2013,L,0,1,,,Cardiff City Stadium (Cardiff),0.36,0.64,6,29,0,12,4,9,,,9,12,2,12,6,1,11,0,7,8,1,4,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Bellamy C.', u'Campbell F.', u'Caulker S.', u'Gunnarsson A.', u'Kim Bo-Kyung', u'Marshall D. ', u'Medel G.', u'Taylor A.', u'Theophile-Catherine K.', u'Turner B.', u'Whittingham P.']","[u'Dawson M.', u'Dembele M.', u'Eriksen C.', u'Lloris H. ', u'Naughton K.', u'Paulinho', u'Sigurdsson G.', u'Soldado R.', u'Townsend A.', u'Vertonghen J.', u'Walker K.']","[u'Cowie D.', u'Hudson M.', u'Lewis J.', u'Mason J.', u'Maynard N.', u'Mutch J.', u'Odemwingie P.']","[u'Chiriches V.', u'Friedel B.', u'Fryers Z.', u'Holtby L.', u'Kane H.', u'Lamela E.', u'Sandro']","[(u'Cowie D.', u'Bellamy C.'), (u'Holtby L.', u'Eriksen C.'), (u'Kane H.', u'Townsend A.'), (u'Lamela E.', u'Sigurdsson G.'), (u'Odemwingie P.', u'Campbell F.')]",,
Aston Villa,Stoke City,3/23/2014,L,1,4,Clattenburg M. (Eng),,Villa Park (Birmingham),0.5,0.5,12,10,3,5,5,4,,,14,18,5,3,2,4,1,2,16,10,5,1,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Agbonlahor G.', u'Bacuna L.', u'Baker N.', u'Benteke C.', u'Bertrand R.', u'Delph F.', u'El Ahmadi K.', u'Guzan B. ', u'Vlaar R. ', u'Weimann A.', u'Westwood A.']","[u'Arnautovic M.', u'Begovic A. ', u'Cameron G.', u'Crouch P.', u""N'Zonzi S."", u'Odemwingie P.', u'Palacios W.', u'Pieters E.', u'Shawcross R. ', u'Whelan G.', u'Wilson M.']","[u'Albrighton M.', u'Bennett J.', u'Clark C.', u'Holt G.', u'Robinson C.', u'Steer J. ', u'Sylla Y.']","[u'Guidetti J.', u'Muniesa M.', u'Shea B.', u'Shotton R.', u'Sorensen T. ', u'Ward C.', u'Wilkinson A.']","[(u'Albrighton M.', u'El Ahmadi K.'), (u'Muniesa M.', u'Pieters E.'), (u'Holt G.', u'Westwood A.'), (u'Sylla Y.', u'Weimann A.')]",Lambert P.,Hughes M
Manchester United,Newcastle Utd,12/7/2013,L,0,1,Marriner A. (Eng),,Old Trafford (Manchester),0.47,0.53,8,9,4,3,1,5,,,20,13,4,4,2,2,2,4,11,18,0,2,4 - 4 - 2,4 - 3 - 3,"[u'Chicharito', u'Cleverley T.', u'de Gea D. ', u'Evans J.', u'Evra P.', u'Januzaj A.', u'Jones P.', u'Nani', u'Rafael', u'van Persie R.', u'Vidic N. ']","[u'Anita V.', u'Cabaye Y.', u'Coloccini F. ', u'Debuchy M.', u'Gouffran Y.', u'Krul T. ', u'Remy L.', u'Santon D.', u'Sissoko M.', u'Tiote C.', u'Williamson M.']","[u'Anderson', u'Ferdinand R.', u'Lindegaard A.', u'Valencia A.', u'Welbeck D.', u'Young A.', u'Zaha W.']","[u'Ameobi S.', u'Ben Arfa H.', u'Cisse P.', u'Elliot R.', u'Gutierrez J.', u'Obertan G.', u'Yanga-Mbiwa M.']","[(u'Anderson', u'Cleverley T.'), (u'Ameobi S.', u'Cabaye Y.'), (u'Ben Arfa H.', u'Gouffran Y.'), (u'Valencia A.', u'Rafael'), (u'Zaha W.', u'Nani'), (u'Yanga-Mbiwa M.', u'Debuchy M.')]",Moyes D.,Pardew A.
Newcastle Utd,Norwich,11/23/2013,W,2,1,Dean M. (Eng),,St. James Park (Newcastle),0.49,0.51,21,10,5,2,10,6,,,8,10,6,5,2,1,1,3,8,7,0,1,4 - 1 - 3 - 2,4 - 1 - 4 - 1,"[u'Ameobi S.', u'Cabaye Y.', u'Coloccini F. ', u'Gouffran Y.', u'Krul T. ', u'Remy L.', u'Santon D.', u'Sissoko M.', u'Tiote C.', u'Williamson M.', u'Yanga-Mbiwa M.']","[u'Bennett R.', u'Fer L.', u'Hooper G.', u'Howson J.', u'Johnson B.', u'Martin R. ', u'Olsson Mart.', u'Pilkington A.', u'Redmond N.', u'Ruddy J. ', u'Turner M.']","[u'Ameobi S.', u'Anita V.', u'Ben Arfa H.', u'Cisse P.', u'Elliot R.', u'Haidara M.', u'Obertan G.']","[u'Bassong S.', u'Becchio L.', u'Elmander J.', u'Hoolahan W.', u'Murphy J.', u'Nash C.', u'Whittaker S.']","[(u'Anita V.', u'Cabaye Y.'), (u'Ben Arfa H.', u'Gouffran Y.'), (u'Elmander J.', u'Pilkington A.'), (u'Cisse P.', u'Ameobi S.'), (u'Hoolahan W.', u'Johnson B.'), (u'Murphy J.', u'Redmond N.')]",Pardew A.,Hughton C.
Manchester City,Liverpool,12/26/2013,W,2,1,Mason L. (Eng),,Etihad Stadium (Manchester),0.52,0.48,20,12,6,5,7,6,,,12,12,7,6,1,3,4,4,10,9,1,3,4 - 2 - 3 - 1,4 - 3 - 3,"[u'Fernandinho', u'Hart J. ', u'Kolarov A.', u'Kompany V.', u'Lescott J.', u'Nasri S.', u'Navas J.', u'Negredo A.', u'Silva D.', u'Toure Y.', u'Zabaleta P.']","[u'Allen J.', u'Cissokho A.', u'Coutinho', u'Henderson J.', u'Johnson G.', u'Lucas Leiva', u'Mignolet S. ', u'Sakho M.', u'Skrtel M.', u'Sterling R.', u'Suarez L.']","[u'Boyata D.', u'Clichy G.', u'Dzeko E.', u'Garcia J.', u'Milner J.', u'Nastasic M.', u'Pantilimon C.']","[u'Agger D.', u'Alberto L.', u'Aspas I.', u'Jones B.', u'Moses V.', u'Smith B.', u'Toure K.']","[(u'Dzeko E.', u'Negredo A.'), (u'Aspas I.', u'Lucas L.'), (u'Garcia J.', u'Silva D.'), (u'Milner J.', u'Nasri S.'), (u'Moses V.', u'Coutinho')]",Pellegrini M.,Rodgers B.
Fulham,Southampton,2/1/2014,L,0,3,Jones M. (Eng),,Craven Cottage (London),0.39,0.61,8,17,4,5,4,8,,,9,15,4,5,5,2,2,4,10,9,0,3,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Bent D.', u'Burn D.', u'Duff D.', u'Hangeland B. ', u'Holtby L.', u'Kvist W.', u'Parker S.', u'Richardson K.', u'Riether S.', u'Sidwell S.', u'Stekelenburg M. ']","[u'Boruc A. ', u'Chambers C.', u'Davis S.', u'Fonte J.', u'Lallana A. ', u'Lambert R.', u'Rodriguez J.', u'Schneiderlin M.', u'Shaw L.', u'Wanyama V.', u'Yoshida M.']","[u'Dempsey C.', u'Kacaniklic A.', u'Kasami P.', u'Passley J.', u'Rodallega H.', u'Stockdale D. ', u'Tankovic M.']","[u'Clyne N.', u'Cork J.', u'Davis K. ', u'Guly', u'Gallagher S.', u'Hooiveld J.', u'Ward-Prowse J.']","[(u'Dempsey C.', u'Duff D.'), (u'Clyne N.', u'Chambers C.'), (u'Cork J.', u'Wanyama V.'), (u'Kasami P.', u'Parker S.'), (u'Gallagher S.', u'Rodriguez J.'), (u'Tankovic M.', u'Kvist W.')]",Meulensteen R.,Pochettino M.
Fulham,Norwich,4/12/2014,W,1,0,Dean M. (Eng),,Craven Cottage (London),0.45,0.55,14,13,3,3,8,6,,,15,10,8,8,0,3,3,2,10,12,1,3,4 - 4 - 1 - 1,4 - 3 - 1 - 2,"[u'Amorebieta F.', u'Diarra M.', u'Hangeland B. ', u'Heitinga J.', u'Holtby L.', u'Kasami P.', u'Richardson K.', u'Riether S.', u'Rodallega H.', u'Sidwell S.', u'Stockdale D. ']","[u'Fer L.', u'Howson J.', u'Johnson B.', u'Martin R. ', u'Olsson Mart.', u'Redmond N.', u'Ruddy J. ', u'Snodgrass R.', u'Turner M.', u'van Wolfswinkel R.', u'Whittaker S.']","[u'Bent D.', u'Dejagah A.', u'Kvist W.', u'Parker S.', u'Riise J. A.', u'Roberts P.', u'Stekelenburg M. ']","[u'Bennett E.', u'Bunn M. ', u'Garrido J.', u'Hoolahan W.', u'Hooper G.', u'Murphy J.', u'Tettey A.']","[(u'Dejagah A.', u'Kasami P.'), (u'Kvist W.', u'Diarra M.'), (u'Parker S.', u'Holtby L.'), (u'Hoolahan W.', u'Fer L.'), (u'Hooper G.', u'van Wolfswinkel R.'), (u'Murphy J.', u'Howson J.')]",Magath F.,Adams N.
West Ham,Manchester City,10/19/2013,L,1,3,,,Boleyn Ground (London),0.37,0.63,11,15,2,9,6,2,,,12,8,5,5,1,1,6,1,7,12,1,2,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Demel G.', u'Diame M.', u'Downing S.', u'Jaaskelainen J. ', u'Morrison R.', u'Noble M.', u'Nolan K.', u'Rat R.', u'Reid W.', u'Tomkins J.', u'Vaz Te R.']","[u'Aguero S.', u'Clichy G.', u'Fernandinho', u'Garcia J.', u'Hart J. ', u'Nasri S.', u'Nastasic M.', u'Negredo A.', u'Richards M.', u'Silva D.', u'Toure Y.']","[u'Adrian', u'Cole C.', u'Cole J.', u'Jarvis M.', u""O'Brien J."", u'Petric M.', u'Taylor M.']","[u'Dzeko E.', u'Jovetic S.', u'Kolarov A.', u'Lescott J.', u'Milner J.', u'Pantilimon C.', u'Zabaleta P.']","[(u'Jovetic S.', u'Aguero S.'), (u'Kolarov A.', u'Negredo A.'), (u'Jarvis M.', u'Vaz Te R.'), (u""O'Brien J."", u'Demel G.'), (u'Milner J.', u'Nasri S.'), (u'Petric M.', u'Nolan K.')]",,
Crystal Palace,Norwich,1/1/2014,D,1,1,Dean M. (Eng),,Selhurst Park (London),0.45,0.55,13,8,4,5,7,2,,,10,10,9,4,0,1,4,3,12,10,2,3,4 - 4 - 2,4 - 4 - 1 - 1,"[u'Bolasie Y.', u'Chamakh M.', u'Delaney D.', u'Dikgacoi K. ', u'Gabbidon D.', u'Jedinak M.', u'Jerome C.', u'Mariappa A.', u'Puncheon J.', u'Speroni J. ', u'Ward J.']","[u'Bassong S. ', u'Fer L.', u'Hoolahan W.', u'Hooper G.', u'Johnson B.', u'Olsson Mart.', u'Redmond N.', u'Ruddy J. ', u'Snodgrass R.', u'Turner M.', u'Whittaker S.']","[u'Bannan B.', u'Gayle D.', u'Moxey D.', u'Parr J.', u'Phillips K.', u'Price L.', u'Williams J.']","[u'Becchio L.', u'Bennett R.', u'Bunn M.', u'Elmander J.', u'Martin R.', u'Murphy J.', u'van Wolfswinkel R.']","[(u'Gayle D.', u'Jerome C.'), (u'Bennett R.', u'Turner M.'), (u'Parr J.', u'Dikgacoi K.'), (u'Elmander J.', u'Hoolahan W.'), (u'Martin R.', u'Hooper G.'), (u'Williams J.', u'Bolasie Y.')]",Pulis T.,Hughton C.
Tottenham,Liverpool,12/15/2013,L,0,5,Moss J. (Eng),,White Hart Lane (London),0.43,0.57,9,21,0,10,6,7,,,19,17,2,9,0,4,5,0,17,15,3,0,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Capoue E.', u'Chadli N.', u'Dawson M.', u'Dembele M.', u'Lennon A.', u'Lloris H. ', u'Naughton K.', u'Paulinho', u'Sandro', u'Soldado R.', u'Walker K.']","[u'Allen J.', u'Coutinho', u'Flanagan J.', u'Henderson J.', u'Johnson G.', u'Lucas Leiva', u'Mignolet S. ', u'Sakho M.', u'Skrtel M.', u'Sterling R.', u'Suarez L.']","[u'Defoe J.', u'Friedel B.', u'Fryers Z.', u'Holtby L.', u'Lamela E.', u'Sigurdsson G.', u'Townsend A.']","[u'Agger D.', u'Alberto L.', u'Aspas I.', u'Jones B.', u'Kelly M.', u'Moses V.', u'Toure K.']","[(u'Alberto L.', u'Lucas L.'), (u'Fryers Z.', u'Naughton K.'), (u'Holtby L.', u'Sandro'), (u'Moses V.', u'Coutinho'), (u'Townsend A.', u'Dembele M.')]",Villas-Boas A.,Rodgers B.
Everton,Arsenal,4/6/2014,W,3,0,Atkinson M. (Eng),,Goodison Park (Liverpool),0.43,0.57,14,15,8,5,2,4,,,8,8,3,6,2,3,5,5,6,5,1,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Baines L.', u'Barry G.', u'Coleman S.', u'Distin S.', u'Howard T. ', u'Lukaku R.', u'McCarthy J.', u'Mirallas K.', u'Naismith S. ', u'Osman L.', u'Stones J.']","[u'Arteta M.', u'Cazorla S.', u'Flamini M.', u'Giroud O.', u'Mertesacker P.', u'Monreal N.', u'Podolski L.', u'Rosicky T.', u'Sagna B.', u'Szczesny W. ', u'Vermaelen T. ']","[u'Alcaraz A.', u'Barkley R.', u'Deulofeu G.', u'Garbutt L.', u'Hibbert T.', u'McGeady A.', u'Robles J. ']","[u'Bellerin H.', u'Jenkinson C.', u'Kallstrom K.', u'Oxlade-Chamberlain A.', u'Ramsey A.', u'Sanogo Y.', u'Viviano E. ']","[(u'Barkley R.', u'Osman L.'), (u'Deulofeu G.', u'Lukaku R.'), (u'Oxlade-Chamberlain A.', u'Podolski L.'), (u'Ramsey A.', u'Flamini M.'), (u'McGeady A.', u'Naismith S.'), (u'Sanogo Y.', u'Giroud O.')]",Martinez R.,Wenger A.
Everton,Manchester United,4/20/2014,W,2,0,Clattenburg M. (Eng),,Goodison Park (Liverpool),0.39,0.61,16,9,5,2,6,3,,,11,10,6,5,2,4,2,3,9,8,2,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Baines L.', u'Barkley R.', u'Barry G.', u'Coleman S.', u'Distin S.', u'Howard T. ', u'Lukaku R.', u'McCarthy J.', u'Mirallas K.', u'Naismith S.', u'Stones J.']","[u'Buttner A.', u'Carrick M.', u'de Gea D. ', u'Evans J.', u'Fletcher D.', u'Jones P.', u'Kagawa S.', u'Mata', u'Nani', u'Rooney W. ', u'Smalling C.']","[u'Alcaraz A.', u'Deulofeu G.', u'Garbutt L.', u'Hibbert T.', u'McGeady A.', u'Osman L.', u'Robles J. ']","[u'Fellaini M.', u'Giggs R.', u'Chicharito', u'Januzaj A.', u'Lindegaard A. ', u'Valencia A.', u'Welbeck D.']","[(u'Alcaraz A.', u'Distin S.'), (u'Chicharito', u'Evans J.'), (u'McGeady A.', u'Mirallas K.'), (u'Osman L.', u'Barkley R.'), (u'Valencia A.', u'Nani'), (u'Welbeck D.', u'Kagawa S.')]",Martinez R.,Moyes D.
Cardiff,Arsenal,11/30/2013,L,0,3,Mason L. (Eng),,Cardiff City Stadium (Cardiff),0.44,0.56,10,15,4,6,4,5,,,8,8,3,3,2,1,3,4,6,8,0,3,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Campbell F.', u'Caulker S.', u'Cowie D.', u'Kim Bo-Kyung', u'Marshall D. ', u'Medel G.', u'Mutch J.', u'Taylor A.', u'Theophile-Catherine K.', u'Turner B.', u'Whittingham P.']","[u'Arteta M.', u'Cazorla S.', u'Gibbs K.', u'Giroud O.', u'Koscielny L.', u'Mertesacker P.', u'Ozil M.', u'Ramsey A.', u'Sagna B.', u'Szczesny W. ', u'Wilshere J.']","[u'Bellamy C.', u'Cornelius A.', u'Gunnarsson A.', u'Hudson M.', u'Lewis J.', u'Noone C.', u'Odemwingie P.']","[u'Fabianski L.', u'Flamini M.', u'Gnabry S.', u'Monreal N.', u'Rosicky T.', u'Vermaelen T.', u'Walcott T.']","[(u'Cornelius A.', u'Taylor A.'), (u'Flamini M.', u'Cazorla S.'), (u'Monreal N.', u'Wilshere J.'), (u'Noone C.', u'Kim Bo-Kyung'), (u'Odemwingie P.', u'Campbell F.'), (u'Walcott T.', u'Ozil M.')]",Mackay M.,Wenger A.
West Brom,Crystal Palace,11/2/2013,W,2,0,Swarbrick N. (Eng),,The Hawthorns (West Bromwich),0.49,0.51,9,12,4,4,3,5,,,7,10,10,3,2,0,4,2,11,9,0,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Amalfitano M.', u'Brunt C.', u'Jones B.', u'Long S.', u'McAuley G.', u'Morrison J.', u'Mulumbu Y.', u'Myhill B. ', u'Olsson J.', u'Ridgewell L.', u'Sessegnon S.']","[u'Bannan B.', u'Chamakh M.', u'Delaney D.', u'Dikgacoi K.', u'Gabbidon D.', u'Guedioura A.', u'Jedinak M.', u'Moxey D.', u'Speroni J. ', u'Thomas J.', u'Ward J.']","[u'Berahino S.', u'Daniels L.', u'Lugano D.', u'Popov G.', u'Rosenberg M.', u'Vydra M.', u'Yacob C.']","[u'Bolasie Y.', u'Gayle D.', u'Mariappa A.', u""O'Keefe S."", u'Phillips K.', u'Price L.', u'Puncheon J.']","[(u'Berahino S.', u'Jones B.'), (u'Bolasie Y.', u'Bannan B.'), (u'Gayle D.', u'Dikgacoi K.'), (u'Vydra M.', u'Sessegnon S.'), (u'Yacob C.', u'Morrison J.'), (u'Puncheon J.', u'Guedioura A.')]",Clarke S.,Millen K.
West Brom,Fulham,2/22/2014,D,1,1,Dean M. (Eng),,The Hawthorns (West Bromwich),0.64,0.36,16,7,5,3,4,4,,,18,14,8,2,1,3,2,4,13,15,3,3,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Amalfitano M.', u'Berahino S.', u'Bifouma T.', u'Brunt C. ', u'Foster B. ', u'Jones B.', u'McAuley G.', u'Morrison J.', u'Mulumbu Y.', u'Olsson J.', u'Ridgewell L.']","[u'Amorebieta F.', u'Dejagah A.', u'Hangeland B.', u'Heitinga J.', u'Holtby L.', u'Parker S. ', u'Richardson K.', u'Riether S.', u'Rodallega H.', u'Sidwell S.', u'Stekelenburg M. ']","[u'Anichebe V.', u'Dawson C.', u'Dorrans G.', u'Gera Z.', u'Myhill B. ', u'Sinclair S.', u'Vydra M.']","[u'Burn D.', u'Kasami P.', u'Kvist W.', u'Mitroglou K.', u'Riise J. A.', u'Stockdale D. ', u'Tankovic M.']","[(u'Anichebe V.', u'Jones B.'), (u'Burn D.', u'Richardson K.'), (u'Gera Z.', u'Bifouma T.'), (u'Mitroglou K.', u'Rodallega H.'), (u'Riise J. A.', u'Amorebieta F.'), (u'Vydra M.', u'Berahino S.')]",Mel P.,Magath F.
Newcastle Utd,West Brom,11/30/2013,W,2,1,Dowd P. (Eng),,St. James Park (Newcastle),0.54,0.46,14,14,7,1,4,8,,,15,16,3,3,4,0,0,5,15,15,1,2,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Ameobi S.', u'Cabaye Y.', u'Coloccini F.', u'Debuchy M.', u'Gouffran Y.', u'Krul T. ', u'Remy L.', u'Santon D.', u'Sissoko M.', u'Tiote C.', u'Williamson M.']","[u'Amalfitano M.', u'Brunt C.', u'Jones B.', u'Long S.', u'McAuley G.', u'Morrison J.', u'Mulumbu Y.', u'Myhill B. ', u'Olsson J.', u'Ridgewell L.', u'Sessegnon S.']","[u'Ameobi S.', u'Anita V.', u'Ben Arfa H.', u'Cisse P.', u'Elliot R.', u'Obertan G.', u'Yanga-Mbiwa M.']","[u'Anichebe V.', u'Berahino S.', u'Daniels L.', u'Gera Z.', u'Lugano D.', u'Popov G.', u'Yacob C.']","[(u'Anichebe V.', u'Sessegnon S.'), (u'Anita V.', u'Remy L.'), (u'Berahino S.', u'Brunt C.'), (u'Cisse P.', u'Sissoko M.'), (u'Gera Z.', u'Amalfitano M.')]",Pardew A.,Clarke S.
Stoke City,Arsenal,3/1/2014,W,1,0,Jones M. (Eng),,Bet365 Stadium (Stoke on Trent),0.43,0.57,8,10,4,2,4,4,,,10,15,3,4,5,0,2,3,13,11,3,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Adam C.', u'Arnautovic M.', u'Begovic A. ', u'Cameron G.', u'Crouch P.', u""N'Zonzi S."", u'Pieters E.', u'Shawcross R. ', u'Walters J.', u'Whelan G.', u'Wilson M.']","[u'Arteta M. ', u'Cazorla S.', u'Gibbs K.', u'Giroud O.', u'Koscielny L.', u'Mertesacker P.', u'Podolski L.', u'Rosicky T.', u'Sagna B.', u'Szczesny W. ', u'Wilshere J.']","[u'Etherington M.', u'Guidetti J.', u'Ireland S.', u'Muniesa M.', u'Palacios W.', u'Sorensen T. ', u'Wilkinson A.']","[u'Fabianski L. ', u'Flamini M.', u'Gnabry S.', u'Oxlade-Chamberlain A.', u'Ozil M.', u'Sanogo Y.', u'Vermaelen T.']","[(u'Etherington M.', u'Arnautovic M.'), (u'Ireland S.', u'Adam C.'), (u'Oxlade-Chamberlain A.', u'Rosicky T.'), (u'Ozil M.', u'Podolski L.'), (u'Sanogo Y.', u'Wilshere J.')]",Hughes M,Wenger A.
Crystal Palace,West Ham,12/3/2013,W,1,0,Mason L. (Eng),,Selhurst Park (London),0.37,0.63,10,11,5,2,4,5,,,12,10,3,4,2,6,2,4,10,9,1,2,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Bannan B.', u'Chamakh M.', u'Delaney D.', u'Dikgacoi K.', u'Gabbidon D.', u'Jedinak M. ', u'Jerome C.', u'Moxey D.', u'Puncheon J.', u'Speroni J. ', u'Ward J.']","[u'Cole C.', u'Collins J.', u'Diame M.', u'Downing S.', u'Jaaskelainen J. ', u'Morrison R.', u'Noble M.', u'Nolan K. ', u""O'Brien J."", u'Rat R.', u'Tomkins J.']","[u'Gayle D.', u'Kebe J.', u'Mariappa A.', u""O'Keefe S."", u'Phillips K.', u'Price L.', u'Williams J.']","[u'Adrian', u'Cole J.', u'Collison J.', u'Demel G.', u'Jarvis M.', u'Maiga M.', u'McCartney G.']","[(u'Kebe J.', u'Puncheon J.'), (u'Cole J.', u'Nolan K.'), (u""O'Keefe S."", u'Bannan B.'), (u'Maiga M.', u'Cole C.'), (u'Williams J.', u'Chamakh M.'), (u'McCartney G.', u'Rat R.')]",Pulis T.,Allardyce S.
Norwich,West Ham,11/9/2013,W,3,1,Eaton D. (Eng),,Carrow Road (Norwich),0.47,0.53,14,12,6,4,8,3,,,16,12,4,2,0,6,3,3,12,11,1,1,4 - 4 - 2,4 - 4 - 2,"[u'Bennett R.', u'Elmander J.', u'Fer L.', u'Hooper G.', u'Howson J.', u'Martin R. ', u'Olsson Mart.', u'Pilkington A.', u'Ruddy J. ', u'Snodgrass R.', u'Turner M.']","[u'Cole J.', u'Collins J.', u'Collison J.', u'Demel G.', u'Downing S.', u'Jaaskelainen J. ', u'Morrison R.', u'Noble M.', u'Nolan K. ', u'Rat R.', u'Tomkins J.']","[u'Bassong S.', u'Becchio L.', u'Bunn M.', u'Hoolahan W.', u'Johnson B.', u'Redmond N.', u'Whittaker S.']","[u'Adrian', u'Cole C.', u'Diame M.', u'Jarvis M.', u'Maiga M.', u'McCartney G.', u""O'Brien J.""]","[(u'Cole C.', u'Collison J.'), (u'Diame M.', u'Cole J.'), (u'Jarvis M.', u'Noble M.'), (u'Johnson B.', u'Hooper G.'), (u'Redmond N.', u'Pilkington A.')]",Hughton C.,Allardyce S.
Manchester United,Crystal Palace,9/14/2013,W,2,0,,,Old Trafford (Manchester),0.6,0.4,20,4,8,0,9,4,,,9,15,10,1,5,0,0,6,10,12,1,2,4 - 2 - 3 - 1,4 - 3 - 3,"[u'Anderson', u'Carrick M.', u'de Gea D. ', u'Evra P.', u'Fabio', u'Ferdinand R.', u'Rooney W.', u'Valencia A.', u'van Persie R.', u'Vidic N.', u'Young A.']","[u'Campana J.', u'Chamakh M.', u'Delaney D.', u'Dikgacoi K.', u'Gabbidon D.', u'Gayle D.', u'Jedinak M.', u'Mariappa A.', u'Moxey D.', u'Puncheon J.', u'Speroni J. ']","[u'Amos B.', u'Chicharito', u'Cleverley T.', u'Evans J.', u'Fellaini M.', u'Januzaj A.', u'Zaha W.']","[u'Alexander N.', u'Bannan B.', u'Guedioura A.', u'Jerome C.', u'Kebe J.', u""O'Keefe S."", u'Phillips K.']","[(u'Chicharito', u'van Persie R.'), (u'Guedioura A.', u'Campana J.'), (u'Jerome C.', u'Gayle D.'), (u'Fellaini M.', u'Anderson'), (u'Kebe J.', u'Chamakh M.'), (u'Januzaj A.', u'Young A.')]",,
Everton,Crystal Palace,4/16/2014,L,2,3,Marriner A. (Eng),,Goodison Park (Liverpool),0.69,0.31,17,7,5,4,9,3,,,12,6,13,3,0,3,1,3,6,10,1,2,4 - 2 - 3 - 1,4 - 4 - 1 - 1,"[u'Baines L.', u'Barkley R.', u'Barry G.', u'Coleman S.', u'Deulofeu G.', u'Distin S.', u'Howard T. ', u'Lukaku R.', u'McGeady A.', u'Mirallas K.', u'Stones J.']","[u'Bolasie Y.', u'Chamakh M.', u'Dann S.', u'Delaney D.', u'Jedinak M. ', u'Jerome C.', u'Ledley J.', u'Mariappa A.', u'Puncheon J.', u'Speroni J. ', u'Ward J.']","[u'Alcaraz A.', u'Garbutt L.', u'Hibbert T.', u'McCarthy J.', u'Naismith S.', u'Osman L.', u'Robles J. ']","[u'Gayle D.', u'Hennessey W. ', u'Ince T.', u'McCarthy P.', u'Murray G.', u""O'Keefe S."", u'Parr J.']","[(u'McCarthy J.', u'McGeady A.'), (u'Naismith S.', u'Deulofeu G.'), (u'Murray G.', u'Chamakh M.'), (u'Osman L.', u'Barry G.'), (u""O'Keefe S."", u'Jerome C.'), (u'Parr J.', u'Mariappa A.')]",Martinez R.,Pulis T.
