home_team,away_team,game_date,name,team,goals,assists,goal_attempts,shots_on_goal,blocked_shots,offsides,fouls_committed,fouls_sufferred,yellow_cards,red_cards,pass_success,total_passes
Manchester City,Manchester United,11/2/2014,Nasri S.,MAC,0,0,0,0,0,0,1,0,0,0,80,15
Manchester City,Manchester United,11/2/2014,Rojo M.,MAU,0,0,0,0,0,1,1,0,0,0,82.1 ,39
Manchester City,Manchester United,11/2/2014,Sagna B.,MAC,0,0,0,0,0,0,0,0,0,0,0,0
Manchester City,Manchester United,11/2/2014,Sinclair S.,MAC,0,0,0,0,0,0,0,0,0,0,0,0
Manchester City,Manchester United,11/2/2014,Toure Y.,MAC,0,0,3,0,0,0,0,1,0,0,93.1 ,72
Manchester City,Manchester United,11/2/2014,van Persie R.,MAU,0,0,3,1,1,1,1,2,0,0,80,10
Manchester City,Manchester United,11/2/2014,Zabaleta P.,MAC,0,0,1,0,0,0,2,0,1,0,86.4 ,44
Southampton,Newcastle Utd,9/13/2014,Alderweireld T.,SOU,0,0,0,0,0,0,0,0,0,0,70,54
Southampton,Newcastle Utd,9/13/2014,Anita V.,NEW,0,0,0,0,0,0,0,1,0,0,96,28
Southampton,Newcastle Utd,9/13/2014,Bertrand R.,SOU,0,1,0,0,1,0,2,2,0,0,91,32
Southampton,Newcastle Utd,9/13/2014,Clyne N.,SOU,0,0,0,0,0,0,0,0,0,0,79,47
Southampton,Newcastle Utd,9/13/2014,Coloccini F.,NEW,0,0,0,0,0,0,0,0,0,0,91,34
Southampton,Newcastle Utd,9/13/2014,Davis K.,SOU,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Newcastle Utd,9/13/2014,Elliot R.,NEW,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Newcastle Utd,9/13/2014,Forster F.,SOU,0,0,0,0,0,0,0,0,0,0,52,31
Southampton,Newcastle Utd,9/13/2014,Gouffran Y.,NEW,0,0,2,1,0,0,0,1,0,0,88,41
Southampton,Newcastle Utd,9/13/2014,Janmaat D.,NEW,0,0,0,0,0,0,0,1,0,0,82,74
Southampton,Newcastle Utd,9/13/2014,Long S.,SOU,0,0,0,0,0,1,1,1,0,0,56,9
Southampton,Newcastle Utd,9/13/2014,McQueen S.,SOU,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Newcastle Utd,9/13/2014,Pelle G.,SOU,2,1,5,3,0,1,2,1,0,0,64,28
Southampton,Newcastle Utd,9/13/2014,Riviere E.,NEW,0,0,2,0,0,0,0,1,0,0,68,28
Southampton,Newcastle Utd,9/13/2014,Sissoko M.,NEW,0,0,1,1,0,0,1,2,0,0,76,42
Southampton,Newcastle Utd,9/13/2014,Taylor S.,NEW,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Newcastle Utd,9/13/2014,Wanyama V.,SOU,0,0,1,1,0,0,2,0,0,0,94,35
Southampton,Newcastle Utd,9/13/2014,Williamson M.,NEW,0,0,0,0,0,0,0,1,0,0,87,78
Southampton,Newcastle Utd,9/13/2014,Ameobi S.,NEW,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Newcastle Utd,9/13/2014,Armstrong A.,NEW,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Newcastle Utd,9/13/2014,Cabella R.,NEW,0,0,0,0,0,0,3,1,0,0,85,33
Southampton,Newcastle Utd,9/13/2014,Colback J.,NEW,0,0,2,1,0,0,1,1,1,0,82,56
Southampton,Newcastle Utd,9/13/2014,Cork J.,SOU,1,0,1,1,0,0,0,3,0,0,87,39
Southampton,Newcastle Utd,9/13/2014,Davis S.,SOU,0,0,0,0,1,0,1,0,0,0,87,46
Southampton,Newcastle Utd,9/13/2014,Fonte J.,SOU,0,0,0,0,0,0,1,0,0,0,92,49
Southampton,Newcastle Utd,9/13/2014,Gardos F.,SOU,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Newcastle Utd,9/13/2014,Haidara M.,NEW,0,0,1,1,0,0,1,2,0,0,89,35
Southampton,Newcastle Utd,9/13/2014,Krul T.,NEW,0,0,0,0,0,0,0,0,0,0,53,32
Southampton,Newcastle Utd,9/13/2014,Mayuka E.,SOU,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Newcastle Utd,9/13/2014,Obertan G.,NEW,0,0,0,0,0,0,0,0,0,0,0,0
Southampton,Newcastle Utd,9/13/2014,Perez A.,NEW,0,0,1,0,0,0,0,0,0,0,100,3
Southampton,Newcastle Utd,9/13/2014,Schneiderlin M.,SOU,1,0,1,1,0,0,3,0,0,0,92,60
Southampton,Newcastle Utd,9/13/2014,Tadic D.,SOU,0,1,1,1,0,0,2,0,0,0,71,24
Southampton,Newcastle Utd,9/13/2014,Tiote C.,NEW,0,0,0,0,0,0,1,1,1,0,94,35
Southampton,Newcastle Utd,9/13/2014,Ward-Prowse J.,SOU,0,0,1,0,0,0,1,0,0,0,93,14
Southampton,Newcastle Utd,9/13/2014,Yoshida M.,SOU,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,West Brom,8/30/2014,Amat J.,SWA,0,0,0,0,0,0,0,0,0,0,94,72
Swansea,West Brom,8/30/2014,Berahino S.,WBA,0,0,2,0,0,0,0,2,0,0,97,36
Swansea,West Brom,8/30/2014,Brunt C.,WBA,0,0,1,0,0,0,1,0,0,0,74,38
Swansea,West Brom,8/30/2014,Davidson J.,WBA,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,West Brom,8/30/2014,Dorrans G.,WBA,0,0,1,0,0,0,1,1,1,0,69,26
Swansea,West Brom,8/30/2014,Fabianski L.,SWA,0,0,0,0,0,0,0,0,0,0,65,23
Swansea,West Brom,8/30/2014,Foster B.,WBA,0,0,0,0,0,0,1,0,0,0,65,23
Swansea,West Brom,8/30/2014,Gardner C.,WBA,0,0,3,0,0,0,1,2,1,0,88,52
Swansea,West Brom,8/30/2014,Ideye B.,WBA,0,0,2,1,0,1,1,1,0,0,91,11
Swansea,West Brom,8/30/2014,McAuley G.,WBA,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,West Brom,8/30/2014,Morrison J.,WBA,0,0,1,1,0,0,0,0,0,0,79,14
Swansea,West Brom,8/30/2014,Myhill B.,WBA,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,West Brom,8/30/2014,Rangel A.,SWA,0,0,0,0,1,0,2,0,0,0,90,69
Swansea,West Brom,8/30/2014,Routledge W.,SWA,1,0,2,1,0,1,1,0,0,0,81,16
Swansea,West Brom,8/30/2014,Shelvey J.,SWA,0,0,4,1,2,0,1,0,0,0,95,58
Swansea,West Brom,8/30/2014,Taylor N.,SWA,0,0,0,0,0,0,1,0,0,0,88,50
Swansea,West Brom,8/30/2014,Tremmel G.,SWA,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,West Brom,8/30/2014,Wisdom A.,WBA,0,0,0,0,1,0,1,0,0,0,79,34
Swansea,West Brom,8/30/2014,Baird Ch.,WBA,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,West Brom,8/30/2014,Bony W.,SWA,0,0,5,2,1,0,0,1,0,0,81,26
Swansea,West Brom,8/30/2014,Carroll T.,SWA,0,0,0,0,0,0,0,0,0,0,95,19
Swansea,West Brom,8/30/2014,Dawson C.,WBA,0,0,1,0,0,0,0,0,0,0,79,43
Swansea,West Brom,8/30/2014,Dyer N.,SWA,2,0,2,2,0,1,1,2,0,0,91,33
Swansea,West Brom,8/30/2014,Fernandez F.,SWA,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,West Brom,8/30/2014,Gamboa C.,WBA,0,0,0,0,0,0,0,0,0,0,100,9
Swansea,West Brom,8/30/2014,Gomis B.,SWA,0,0,0,0,0,0,0,0,0,0,67,3
Swansea,West Brom,8/30/2014,Ki Sung-Yong,SWA,0,0,1,1,1,0,2,0,1,0,88,69
Swansea,West Brom,8/30/2014,Montero J.,SWA,0,0,0,0,0,0,0,0,0,0,88,8
Swansea,West Brom,8/30/2014,Mulumbu Y.,WBA,0,0,2,0,0,0,1,1,0,0,89,53
Swansea,West Brom,8/30/2014,Olsson J.,WBA,0,0,1,0,0,0,0,0,0,0,84,44
Swansea,West Brom,8/30/2014,Richards J.,SWA,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,West Brom,8/30/2014,Sessegnon S.,WBA,0,0,2,0,0,0,0,1,0,0,89,28
Swansea,West Brom,8/30/2014,Sigurdsson G.,SWA,0,2,1,1,0,0,1,2,0,0,88,57
Swansea,West Brom,8/30/2014,Tiendalli D.,SWA,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,West Brom,8/30/2014,Williams A.,SWA,0,0,0,0,2,0,1,1,0,0,93,70
Swansea,West Brom,8/30/2014,Yacob C.,WBA,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Tottenham,5/24/2015,Atsu Ch.,EVE,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Tottenham,5/24/2015,Barry G.,EVE,0,0,0,0,0,0,2,1,0,0,73.6 ,53
Everton,Tottenham,5/24/2015,Besic M.,EVE,0,0,1,0,0,0,1,2,0,0,94.7 ,19
Everton,Tottenham,5/24/2015,Coleman S.,EVE,0,0,0,0,1,0,0,0,0,0,73,37
Everton,Tottenham,5/24/2015,Dier E.,TOT,0,1,0,0,0,0,1,1,0,0,78.2 ,55
Everton,Tottenham,5/24/2015,Eriksen C.,TOT,0,0,1,0,0,0,0,0,0,0,83.8 ,80
Everton,Tottenham,5/24/2015,Galloway B.,EVE,0,0,0,0,0,0,0,1,0,0,56.3 ,32
Everton,Tottenham,5/24/2015,Jagielka P.,EVE,0,0,0,0,3,0,0,0,1,0,76.7 ,43
Everton,Tottenham,5/24/2015,Kone A.,EVE,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Tottenham,5/24/2015,Lloris H.,TOT,0,0,0,0,0,0,0,1,0,0,57.6 ,33
Everton,Tottenham,5/24/2015,Mason R.,TOT,0,0,0,0,0,0,2,2,1,0,88.9 ,90
Everton,Tottenham,5/24/2015,McGeady A.,EVE,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Tottenham,5/24/2015,Naismith S.,EVE,0,0,1,0,0,1,2,0,0,0,66.7 ,3
Everton,Tottenham,5/24/2015,Osman L.,EVE,0,0,1,0,0,0,2,0,0,0,76.6 ,47
Everton,Tottenham,5/24/2015,Soldado R.,TOT,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Tottenham,5/24/2015,Stones J.,EVE,0,0,1,0,2,0,1,0,0,0,83.3 ,48
Everton,Tottenham,5/24/2015,Vertonghen J.,TOT,0,0,0,0,0,0,0,0,0,0,79.2 ,48
Everton,Tottenham,5/24/2015,Winks H.,TOT,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Tottenham,5/24/2015,Barkley R.,EVE,0,0,0,0,0,0,0,0,0,0,80,20
Everton,Tottenham,5/24/2015,Bentaleb N.,TOT,0,0,0,0,0,0,0,2,0,0,85.7 ,77
Everton,Tottenham,5/24/2015,Chadli N.,TOT,0,0,3,0,0,0,0,3,0,0,86.3 ,51
Everton,Tottenham,5/24/2015,Dembele M.,TOT,0,0,1,0,0,0,0,1,0,0,93.1 ,58
Everton,Tottenham,5/24/2015,Distin S.,EVE,0,0,0,0,0,0,1,0,0,0,60,5
Everton,Tottenham,5/24/2015,Fazio F.,TOT,0,0,1,0,2,0,1,0,0,0,82.1 ,39
Everton,Tottenham,5/24/2015,Howard T.,EVE,0,0,0,0,0,0,0,1,0,0,50,28
Everton,Tottenham,5/24/2015,Kane H.,TOT,1,0,8,2,0,4,2,0,0,0,76.2 ,21
Everton,Tottenham,5/24/2015,Lamela E.,TOT,0,0,2,1,0,0,2,1,0,0,91.8 ,49
Everton,Tottenham,5/24/2015,Lukaku R.,EVE,0,0,1,0,0,0,2,1,0,0,64,25
Everton,Tottenham,5/24/2015,McCarthy J.,EVE,0,0,0,0,2,0,0,1,0,0,81.8 ,33
Everton,Tottenham,5/24/2015,Mirallas K.,EVE,0,0,4,1,0,1,1,0,0,0,77.8 ,18
Everton,Tottenham,5/24/2015,Onomah J.,TOT,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Tottenham,5/24/2015,Robles J.,EVE,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Tottenham,5/24/2015,Stambouli B.,TOT,0,0,0,0,0,0,0,0,1,0,78.6 ,14
Everton,Tottenham,5/24/2015,Townsend A.,TOT,0,0,0,0,0,0,0,0,0,0,100,2
Everton,Tottenham,5/24/2015,Vorm M.,TOT,0,0,0,0,0,0,0,0,0,0,0,0
Everton,Tottenham,5/24/2015,Yedlin D.,TOT,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,Southampton,5/2/2015,Alderweireld T.,SOU,0,0,1,1,0,0,1,1,0,0,88.9,54
Sunderland,Southampton,5/2/2015,Bridcutt L.,SUN,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,Southampton,5/2/2015,Cattermole L.,SUN,0,0,0,0,0,0,2,0,1,0,72,50
Sunderland,Southampton,5/2/2015,Coates S.,SUN,0,0,0,0,2,0,2,1,0,0,77.3,22
Sunderland,Southampton,5/2/2015,Davis S.,SOU,0,0,0,0,0,0,0,0,0,0,82.1,39
Sunderland,Southampton,5/2/2015,Djuricic F.,SOU,0,0,2,0,0,1,0,2,0,0,70.8,24
Sunderland,Southampton,5/2/2015,Fonte J.,SOU,0,0,0,0,1,0,3,0,0,0,80,50
Sunderland,Southampton,5/2/2015,Gazzaniga P.,SOU,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,Southampton,5/2/2015,Graham D.,SUN,0,0,2,0,0,1,0,2,0,0,64.3,28
Sunderland,Southampton,5/2/2015,Jones B.,SUN,0,0,2,1,0,0,3,0,1,0,62.5,24
Sunderland,Southampton,5/2/2015,Long S.,SOU,0,0,1,0,0,0,1,1,0,0,69.2,13
Sunderland,Southampton,5/2/2015,Mannone V.,SUN,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,Southampton,5/2/2015,Pantilimon C.,SUN,0,0,0,0,0,0,0,0,0,0,54.3,35
Sunderland,Southampton,5/2/2015,Reed H.,SOU,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,Southampton,5/2/2015,Rodwell J.,SUN,0,0,1,1,0,0,1,0,0,0,50,2
Sunderland,Southampton,5/2/2015,van Aanholt P.,SUN,0,0,0,0,0,0,1,1,0,0,76.9,52
Sunderland,Southampton,5/2/2015,Wanyama V.,SOU,0,0,1,0,0,0,2,1,1,0,76.6,47
Sunderland,Southampton,5/2/2015,Wickham C.,SUN,0,0,2,0,0,1,0,2,0,0,76.9,26
Sunderland,Southampton,5/2/2015,Bertrand R.,SOU,0,0,1,0,1,0,1,0,0,0,74,50
Sunderland,Southampton,5/2/2015,Buckley W.,SUN,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,Southampton,5/2/2015,Clyne N.,SOU,0,0,1,0,0,0,0,0,0,0,72.4,29
Sunderland,Southampton,5/2/2015,Davis K.,SOU,0,0,0,0,0,0,0,0,0,0,47.4,19
Sunderland,Southampton,5/2/2015,Defoe J.,SUN,0,0,2,1,0,1,0,1,0,0,79,19
Sunderland,Southampton,5/2/2015,Elia E.,SOU,0,0,1,0,0,0,1,1,0,0,87.5,16
Sunderland,Southampton,5/2/2015,Gardos F.,SOU,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,Southampton,5/2/2015,Gomez J.,SUN,2,0,2,2,0,0,2,2,0,0,83.3,48
Sunderland,Southampton,5/2/2015,Johnson A.,SUN,0,0,0,0,0,0,0,0,0,0,90,10
Sunderland,Southampton,5/2/2015,Larsson S.,SUN,0,0,1,1,0,0,0,3,0,0,82.1,28
Sunderland,Southampton,5/2/2015,Mane S.,SOU,1,0,1,1,0,2,1,3,0,0,61.1,36
Sunderland,Southampton,5/2/2015,O'Shea J.,SUN,0,0,0,0,0,0,1,0,0,0,66.7,6
Sunderland,Southampton,5/2/2015,Pelle G.,SOU,0,0,2,0,0,0,1,1,1,0,71,31
Sunderland,Southampton,5/2/2015,Reveillere A.,SUN,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,Southampton,5/2/2015,Targett M.,SOU,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,Southampton,5/2/2015,Vergini S.,SUN,0,0,0,0,1,0,0,1,0,0,88,25
Sunderland,Southampton,5/2/2015,Ward-Prowse J.,SOU,0,0,0,0,0,0,1,2,0,1,88.2,17
Sunderland,Southampton,5/2/2015,Yoshida M.,SOU,0,0,0,0,0,0,1,0,0,0,86,57
Newcastle Utd,Burnley,1/1/2015,Alnwick J.,NEW,0,0,0,0,0,0,0,0,0,0,16.7,36
