home_team,away_team,game_date,result,home_goals,away_goals,referee,attendance,venue,home_ball_possession,away_ball_possession,home_goal_attempts,away_goal_attempts,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_blocked_shots,away_blocked_shots,home_free_kicks,away_free_kicks,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_goalkeeper_saves,away_goalkeeper_saves,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_formation,away_formation,home_players,away_players,home_substitutes,away_substitutes,substitutions_made,home_coach,away_coach
Aston Villa,Newcastle Utd,8/23/2014,D,0,0,Dean M. (Eng),30267,Villa Park (Birmingham),0.4,0.6,9,11,0,4,5,5,,,8,15,7,7,4,0,4,0,11,8,4,2,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Agbonlahor G.', u'Cissokho A.', u'Delph F.', u'Guzan B. ', u'Hutton A.', u""N'Zogbia C."", u'Richardson K.', u'Senderos P.', u'Vlaar R. ', u'Weimann A.', u'Westwood A.']","[u'Anita V.', u'Cabella R.', u'Colback J.', u'Coloccini F. ', u'Dummett P.', u'Gouffran Y.', u'Janmaat D.', u'Krul T. ', u'Riviere E.', u'Sissoko M.', u'Williamson M.']","[u'Bacuna L.', u'Baker N.', u'Bent D.', u'Cole J.', u'Given S. ', u'Grealish J.', u'Sanchez C.']","[u'Abeid M.', u'de Jong S.', u'Elliot R. ', u'Haidara M.', u'Obertan G.', u'Perez A.', u'Taylor S.']","[(u'Baker N.', u'Cissokho A.'), (u'de Jong S.', u'Anita V.'), (u'Bent D.', u'Richardson K.'), (u'Perez A.', u'Riviere E.)(Taylor S.'), (u'Sanchez C.', u""N'Zogbia C.""), (u'Taylor S.', u'Perez A.')]",Lambert P.,Pardew A.
Leicester,Chelsea,4/29/2015,L,1,3,Clattenburg M. (Eng),32021,King Power Stadium (Leicester),0.37,0.63,8,11,2,4,4,5,,,4,15,2,6,4,3,1,1,10,1,1,0,5 - 3 - 2,4 - 2 - 3 - 1,"[u'Albrighton M.', u'Cambiasso E.', u'Drinkwater D.', u'Huth R.', u'King A.', u'Konchesky P.', u'Morgan W. ', u'Schmeichel K. ', u'Ulloa L.', u'Vardy J.', u'Wasilewski M.']","[u'Azpilicueta C.', u'Cahill G.', u'Cech P. ', u'Drogba D.', u'Fabregas C.', u'Hazard E.', u'Ivanovic B.', u'Matic N.', u'Ramires', u'Terry J. ', u'Willian']","[u'De Laet R.', u'Hammond D.', u'James M.', u'Kramaric A.', u'Mahrez R.', u'Schwarzer M. ', u'Wood Ch.']","[u'Ake N.', u'Courtois T. ', u'Cuadrado J.', u'Filipe Luis', u'Mikel J. O.', u'Oscar', u'Zouma K.']","[(u'De Laet R.', u'Huth R.'), (u'James M.', u'King A.'), (u'Cuadrado J.', u'Hazard E.'), (u'Mahrez R.', u'Vardy J.'), (u'Mikel J. O.', u'Fabregas C.'), (u'Zouma K.', u'Willian')]",Pearson N.,Mourinho J.
Arsenal,Hull City,10/18/2014,D,2,2,East R. (Eng),,Emirates Stadium (London),0.67,0.33,25,4,9,4,6,0,,,13,9,10,0,0,0,2,7,9,13,2,2,4 - 1 - 4 - 1,3 - 4 - 2 - 1,"[u'Bellerin H.', u'Cazorla S.', u'Flamini M.', u'Gibbs K.', u'Mertesacker P. ', u'Monreal N.', u'Oxlade-Chamberlain A.', u'Sanchez A.', u'Szczesny W. ', u'Welbeck D.', u'Wilshere J.']","[u'Ben Arfa H.', u'Chester J.', u'Davies C. ', u'Dawson M.', u'Diame M.', u'Elmohamady A.', u'Harper S. ', u'Hernandez A.', u'Huddlestone T.', u'Livermore J.', u'Robertson A.']","[u'Ajayi S.', u'Arteta M.', u'Campbell J.', u'Coquelin F.', u'Martinez D. ', u'Ramsey A.', u'Rosicky T.']","[u'Brady R.', u'Bruce A.', u'Jakupovic E. ', u'Quinn S.', u'Ramirez G.', u'Rosenior L.', '']","[(u'Bruce A.', u'Dawson M.'), (u'Campbell J.', u'Wilshere J.'), (u'Jakupovic E. ', u'Harper S.'), (u'Ramirez G.', u'Hernandez A.'), (u'Ramsey A.', u'Flamini M.')]",Wenger A.,Bruce S.
Aston Villa,Burnley,5/24/2015,L,0,1,Jones M. (Eng),40792,Villa Park (Birmingham),0.64,0.36,16,6,5,3,9,1,,,7,12,7,2,2,1,2,5,9,6,1,2,4 - 3 - 3,4 - 4 - 2,"[u'Agbonlahor G.', u'Bacuna L.', u'Baker N.', u'Benteke C.', u'Cleverley T.', u'Delph F. ', u'Grealish J.', u""N'Zogbia C."", u'Steer J. ', u'Vlaar R.', u'Westwood A.']","[u'Arfield S.', u'Barnes A.', u'Boyd G.', u'Heaton T. ', u'Ings D.', u'Jones D.', u'Keane M.', u'Mee B.', u'Shackell J. ', u'Trippier K.', u'Ulvestad F.']","[u'Green A.', u'Guzan B. ', u'Hutton A.', u'Robinson C.', u'Sanchez C.', u'Sinclair S.', u'Weimann A.']","[u'Duff M.', u'Gilks M. ', u'Jutkiewicz L.', u'Kightly M.', u'Reid S.', u'Taylor M.', u'Vokes S.']","[(u'Hutton A.', u'Bacuna L.'), (u'Reid S.', u'Ings D.'), (u'Sinclair S.', u'Cleverley T.'), (u'Taylor M.', u'Ulvestad F.'), (u'Vokes S.', u'Barnes A.')]",Sherwood T.,Dyche S.
Manchester United,West Brom,5/2/2015,L,0,1,Taylor A. (Eng),,Old Trafford (Manchester),0.81,0.19,26,6,9,3,5,2,,,10,13,9,3,3,0,2,9,10,11,1,0,4 - 1 - 4 - 1,4 - 5 - 1,"[u'Blind D.', u'de Gea D. ', u'Fellaini M.', u'Herrera A.', u'Mata', u'McNair P.', u'Rooney W. ', u'Smalling C.', u'Valencia A.', u'van Persie R.', u'Young A.']","[u'Berahino S.', u'Brunt C.', u'Dawson C.', u'Fletcher D. ', u'Gardner C.', u'Lescott J.', u'McAuley G.', u'Mulumbu Y.', u'Myhill B. ', u'Olsson J.', u'Yacob C.']","[u'Blackett T.', u'Di Maria A.', u'Falcao', u'Januzaj A.', u'Jones P.', u'Pereira A.', u'Valdes V. ']","[u'Anichebe V.', u'Baird Ch.', u'Ideye B.', u'McManaman C.', u'Rose J. ', u'Sessegnon S.', u'Wisdom A.']","[(u'Di Maria A.', u'Blind D.'), (u'Baird Ch.', u'Mulumbu Y.'), (u'Falcao', u'McNair P.'), (u'Ideye B.', u'Berahino S.'), (u'Wisdom A.', u'Gardner C.')]",van Gaal L.,Pulis T.
Manchester United,Stoke City,12/2/2014,W,2,1,Moss J. (Eng),75388,Old Trafford (Manchester),0.64,0.36,10,5,3,4,5,1,,,13,9,2,2,1,0,3,1,8,13,2,4,4 - 3 - 1 - 2,4 - 2 - 3 - 1,"[u'Carrick M. ', u'de Gea D. ', u'Fellaini M.', u'Herrera A.', u'Mata', u'Rojo M.', u'Smalling C.', u'Valencia A.', u'van Persie R.', u'Wilson J.', u'Young A.']","[u'Assaidi O.', u'Bardsley P.', u'Begovic A. ', u'Cameron G.', u'Diouf M.', u'Ireland S.', u'Krkic B.', u""N'Zonzi S."", u'Pieters E.', u'Shawcross R. ', u'Wilson M.']","[u'Blackett T.', u'Fletcher D.', u'Falcao', u'Januzaj A.', u'Keane W.', u'Lindegaard A. ', u'McNair P.']","[u'Adam C.', u'Arnautovic M.', u'Butland J. ', u'Crouch P.', u'Muniesa M.', u'Palacios W.', u'Shenton O.']","[(u'Fletcher D.', u'Herrera A.'), (u'Arnautovic M.', u'Ireland S.'), (u'Falcao', u'Wilson J.'), (u'Januzaj A.', u'Mata J.'), (u'Crouch P.', u'Assaidi O.')]",van Gaal L.,Hughes M
Arsenal,Burnley,11/1/2014,W,3,0,Pawson C. (Eng),60012,Emirates Stadium (London),0.69,0.31,30,6,11,2,10,3,,,13,7,18,1,2,4,2,8,5,9,0,1,4 - 2 - 3 - 1,4 - 4 - 1 - 1,"[u'Arteta M. ', u'Cazorla S.', u'Chambers C.', u'Flamini M.', u'Gibbs K.', u'Mertesacker P.', u'Monreal N.', u'Oxlade-Chamberlain A.', u'Sanchez A.', u'Szczesny W. ', u'Welbeck D.']","[u'Arfield S.', u'Boyd G.', u'Duff M.', u'Heaton T. ', u'Ings D.', u'Jones D.', u'Marney D.', u'Shackell J. ', u'Sordell M.', u'Trippier K.', u'Ward S.']","[u'Bellerin H.', u'Martinez D. ', u'Podolski L.', u'Ramsey A.', u'Rosicky T.', u'Sanogo Y.', u'Walcott T.']","[u'Chalobah N.', u'Gilks M. ', u'Jutkiewicz L.', u'Keane M.', u'Kightly M.', u'Mee B.', u'Wallace R.']","[(u'Chalobah N.', u'Marney D.'), (u'Podolski L.', u'Welbeck D.'), (u'Jutkiewicz L.', u'Sordell M.'), (u'Ramsey A.', u'Arteta M.'), (u'Walcott T.', u'Oxlade-Chamberlain A.')]",Wenger A.,Dyche S.
Liverpool,Stoke City,11/29/2014,W,1,0,Pawson C. (Eng),44735,Anfield Road (Liverpool),0.47,0.53,16,13,3,4,7,4,,,11,11,5,5,0,1,4,2,11,9,0,3,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Allen J.', u'Coutinho', u'Enrique J.', u'Henderson J. ', u'Johnson G.', u'Lambert R.', u'Lucas Leiva', u'Mignolet S. ', u'Skrtel M.', u'Sterling R.', u'Toure K.']","[u'Arnautovic M.', u'Begovic A. ', u'Cameron G.', u'Diouf M.', u'Krkic B.', u""N'Zonzi S."", u'Pieters E.', u'Shawcross R. ', u'Sidwell S.', u'Walters J.', u'Wilson M.']","[u'Can E.', u'Gerrard S.', u'Jones B. ', u'Lallana A.', u'Lovren D.', u'Markovic L.', u'Moreno A.']","[u'Adam C.', u'Butland J. ', u'Crouch P.', u'Ireland S.', u'Muniesa M.', u'Shenton O.', u'Whelan G.']","[(u'Adam C.', u'Whelan G.'), (u'Gerrard S.', u'Lucas L.'), (u'Crouch P.', u'Arnautovic M.'), (u'Lovren D.', u'Coutinho'), (u'Whelan G.', u'Sidwell S.)(Adam C.')]",Rodgers B.,Hughes M
Burnley,West Brom,2/8/2015,D,2,2,Dean M. (Eng),16904,Turf Moor (Burnley),0.56,0.44,11,13,5,5,2,3,,,17,13,5,6,3,2,3,3,10,15,0,4,4 - 4 - 1 - 1,4 - 3 - 3,"[u'Arfield S.', u'Barnes A.', u'Boyd G.', u'Heaton T. ', u'Ings D.', u'Jones D.', u'Keane M.', u'Marney D.', u'Mee B.', u'Shackell J. ', u'Trippier K.']","[u'Anichebe V.', u'Baird Ch.', u'Brunt C.', u'Dawson C.', u'Fletcher D. ', u'Foster B. ', u'Lescott J.', u'McAuley G.', u'McManaman C.', u'Sessegnon S.', u'Yacob C.']","[u'Duff M.', u'Gilks M. ', u'Jutkiewicz L.', u'Kightly M.', u'Reid S.', u'Vokes S.', u'Wallace R.']","[u'Berahino S.', u'Gardner C.', u'Ideye B.', u'Morrison J.', u'Pocognoli S.', u'Rose J. ', u'Wisdom A.']","[(u'Berahino S.', u'Anichebe V.'), (u'Ideye B.', u'Baird Ch.'), (u'Kightly M.', u'Marney D.'), (u'Morrison J.', u'McManaman C.')]",Dyche S.,Pulis T.
Everton,Leicester,2/22/2015,D,2,2,Dowd P. (Eng),38904,Goodison Park (Liverpool),0.58,0.42,18,15,3,4,11,7,,,7,8,4,7,1,1,2,1,7,6,0,1,4 - 2 - 3 - 1,4 - 1 - 4 - 1,"[u'Baines L.', u'Barkley R.', u'Besic M.', u'Coleman S.', u'Howard T. ', u'Jagielka P. ', u'Lennon A.', u'Lukaku R.', u'McCarthy J.', u'Naismith S.', u'Stones J.']","[u'Cambiasso E.', u'Huth R.', u'James M.', u'Konchesky P.', u'Kramaric A.', u'Mahrez R.', u'Morgan W. ', u'Schlupp J.', u'Schwarzer M. ', u'Simpson D.', u'Upson M.']","[u'Alcaraz A.', u'Atsu Ch.', u'Garbutt L.', u'Gibson D.', u'Kone A.', u'Mirallas K.', u'Robles J. ']","[u'Drinkwater D.', u'Hamer B. ', u'King A.', u'Nugent D.', u'Ulloa L.', u'Vardy J.', u'Wasilewski M.']","[(u'Atsu Ch.', u'Besic M.'), (u'King A.', u'Cambiasso E.'), (u'Gibson D.', u'Barkley R.'), (u'Nugent D.', u'Mahrez R.'), (u'Mirallas K.', u'Naismith S.'), (u'Vardy J.', u'Schlupp J.')]",Martinez R.,Pearson N.
QPR,Arsenal,3/4/2015,L,1,2,Friend K. (Eng),17977,Loftus Road (London),0.43,0.57,10,20,3,9,4,4,,,10,15,1,6,5,2,7,2,10,8,2,1,4 - 4 - 2,4 - 3 - 3,"[u'Austin C.', u'Caulker S.', u'Furlong D.', u'Green R. ', u'Henry K.', u'Hoilett J.', u'Onuoha N.', u'Phillips M.', u'Sandro', u'Yun Suk-Young', u'Zamora B. ']","[u'Bellerin H.', u'Cazorla S.', u'Coquelin F.', u'Gabriel', u'Gibbs K.', u'Giroud O.', u'Mertesacker P. ', u'Ospina D. ', u'Ozil M.', u'Rosicky T.', u'Sanchez A.']","[u'Hill C.', u'Isla M.', u'Kranjcar N.', u'McCarthy A. ', u'Vargas E.', u'Wright-Phillips S.', u'Zarate M.']","[u'Chambers C.', u'Koscielny L.', u'Martinez D. ', u'Oxlade-Chamberlain A.', u'Ramsey A.', u'Walcott T.', u'Welbeck D.']","[(u'Hill C.', u'Onuoha N.'), (u'Isla M.', u'Hoilett J.'), (u'Koscielny L.', u'Gabriel'), (u'Kranjcar N.', u'Sandro'), (u'Ramsey A.', u'Rosicky T.'), (u'Welbeck D.', u'Ozil M.')]",Ramsey C.,Wenger A.
Burnley,Crystal Palace,1/17/2015,L,2,3,Dowd P. (Eng),17782,Turf Moor (Burnley),0.5,0.5,7,11,4,4,1,5,,,21,10,5,7,0,1,1,2,10,20,1,3,4 - 4 - 2,4 - 4 - 2,"[u'Arfield S.', u'Barnes A.', u'Boyd G.', u'Heaton T. ', u'Ings D.', u'Jones D.', u'Keane M.', u'Marney D.', u'Mee B.', u'Shackell J. ', u'Trippier K.']","[u'Dann S.', u'Delaney D. ', u'Gayle D.', u'Kelly M.', u'Ledley J.', u'McArthur J.', u'Puncheon J.', u'Sanogo Y.', u'Speroni J. ', u'Ward J.', u'Zaha W.']","[u'Duff M.', u'Gilks M. ', u'Kightly M.', u'Reid S.', u'Sordell M.', u'Vokes S.', u'Wallace R.']","[u'Campbell F.', u'Guedioura A.', u'Hangeland B.', u'Hennessey W. ', u'Mariappa A.', u'Murray G.', u'Thomas J.']","[(u'Guedioura A.', u'Zaha W.'), (u'Sordell M.', u'Boyd G.'), (u'Mariappa A.', u'Kelly M.'), (u'Vokes S.', u'Barnes A.'), (u'Murray G.', u'Sanogo Y.'), (u'Wallace R.', u'Jones D.')]",Dyche S.,Pardew A.
Tottenham,Arsenal,2/7/2015,W,2,1,Atkinson M. (Eng),,White Hart Lane (London),0.56,0.44,19,11,8,3,10,3,,,14,14,10,3,6,3,2,6,8,12,3,5,4 - 2 - 3 - 1,4 - 3 - 3,"[u'Bentaleb N.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Kane H.', u'Lamela E.', u'Lloris H. ', u'Mason R.', u'Rose D.', u'Vertonghen J.', u'Walker K.']","[u'Bellerin H.', u'Cazorla S.', u'Coquelin F.', u'Giroud O.', u'Koscielny L.', u'Mertesacker P. ', u'Monreal N.', u'Ospina D. ', u'Ozil M.', u'Ramsey A.', u'Welbeck D.']","[u'Paulinho', u'Chadli N.', u'Davies B.', u'Fazio F.', u'Soldado R.', u'Stambouli B.', u'Vorm M. ']","[u'Akpom Ch.', u'Flamini M.', u'Gibbs K.', u'Gabriel', u'Rosicky T.', u'Szczesny W. ', u'Walcott T.']","[(u'Paulinho', u'Mason R.'), (u'Akpom Ch.', u'Coquelin F.'), (u'Chadli N.', u'Dembele M.'), (u'Rosicky T.', u'Cazorla S.'), (u'Stambouli B.', u'Lamela E.'), (u'Walcott T.', u'Welbeck D.')]",Pochettino M.,Wenger A.
Burnley,Stoke City,5/16/2015,D,0,0,Oliver M. (Eng),,Turf Moor (Burnley),0.45,0.55,11,11,4,3,0,5,,,12,15,7,6,1,3,3,4,14,9,1,2,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Arfield S.', u'Barnes A.', u'Boyd G.', u'Duff M.', u'Heaton T. ', u'Ings D.', u'Jones D.', u'Mee B.', u'Shackell J. ', u'Taylor M.', u'Trippier K.']","[u'Adam C.', u'Arnautovic M.', u'Butland J. ', u'Cameron G.', u'Diouf M.', u'Muniesa M.', u""N'Zonzi S."", u'Pieters E.', u'Shawcross R. ', u'Walters J.', u'Whelan G.']","[u'Gilks M. ', u'Jutkiewicz L.', u'Keane M.', u'Kightly M.', u'Ulvestad F.', u'Vokes S.', u'Ward S.']","[u'Begovic A. ', u'Crouch P.', u'Ireland S.', u'Odemwingie P.', u'Sidwell S.', u'Wilson M.', u'Wollscheid P.']","[(u'Crouch P.', u'Arnautovic M.'), (u'Kightly M.', u'Taylor M.'), (u'Odemwingie P.', u'Walters J.'), (u'Ulvestad F.', u'Jones D.'), (u'Sidwell S.', u'Adam C.'), (u'Vokes S.', u'Barnes A.')]",Dyche S.,Hughes M
Sunderland,Newcastle Utd,4/5/2015,W,1,0,Dean M. (Eng),47563,Stadium of Light (Sunderland),0.53,0.47,16,10,4,1,5,5,,,19,16,8,4,2,1,1,3,14,18,5,2,4 - 3 - 3,4 - 3 - 3,"[u'Cattermole L.', u'Defoe J.', u'Fletcher S.', u'Gomez J.', u'Jones B.', u'Larsson S.', u""O'Shea J. "", u'Pantilimon C. ', u'van Aanholt P.', u'Vergini S.', u'Wickham C.']","[u'Ameobi S.', u'Cabella R.', u'Colback J.', u'Gouffran Y.', u'Gutierrez J.', u'Janmaat D.', u'Krul T. ', u'Perez A.', u'Sissoko M. ', u'Taylor R.', u'Williamson M.']","[u'Bridcutt L.', u'Buckley W.', u'Coates S.', u'Graham D.', u'Johnson A.', u'Mannone V. ', u'Reveillere A.']","[u'Abeid M.', u'Anita V.', u'Armstrong A.', u'Elliot R. ', u'Kemen O.', u'Obertan G.', u'Riviere E.']","[(u'Armstrong A.', u'Ameobi S.'), (u'Johnson A.', u'Defoe J.'), (u'Riviere E.', u'Gouffran Y.')]",Advocaat D.,Carver J.
Arsenal,Manchester United,11/22/2014,L,1,2,Dean M. (Eng),60074,Emirates Stadium (London),0.62,0.38,21,14,9,2,8,6,,,11,12,11,5,1,4,0,8,12,8,2,1,4 - 2 - 3 - 1,3 - 4 - 1 - 2,"[u'Arteta M. ', u'Chambers C.', u'Gibbs K.', u'Mertesacker P.', u'Monreal N.', u'Oxlade-Chamberlain A.', u'Ramsey A.', u'Sanchez A.', u'Szczesny W. ', u'Welbeck D.', u'Wilshere J.']","[u'Blackett T.', u'Carrick M.', u'de Gea D. ', u'Di Maria A.', u'Fellaini M.', u'McNair P.', u'Rooney W. ', u'Shaw L.', u'Smalling C.', u'Valencia A.', u'van Persie R.']","[u'Bellerin H.', u'Cazorla S.', u'Flamini M.', u'Giroud O.', u'Martinez D. ', u'Podolski L.', u'Rosicky T.']","[u'Fletcher D.', u'Herrera A.', u'Januzaj A.', u'Lindegaard A. ', u'Mata', u'Wilson J.', u'Young A.']","[(u'Fletcher D.', u'Young A.'), (u'Cazorla S.', u'Wilshere J.'), (u'Giroud O.', u'Ramsey A.'), (u'Martinez D. ', u'Szczesny W.'), (u'Wilson J.', u'van Persie R.'), (u'Young A.', u'Shaw L.)(Fletcher D.')]",Wenger A.,van Gaal L.
Sunderland,Leicester,5/16/2015,D,0,0,Atkinson M. (Eng),46705,Stadium of Light (Sunderland),0.51,0.49,13,11,3,0,5,4,,,14,16,8,9,2,0,0,3,14,15,4,1,4 - 3 - 3,3 - 4 - 1 - 2,"[u'Bridcutt L.', u'Cattermole L.', u'Coates S.', u'Defoe J.', u'Graham D.', u'Jones B.', u'Larsson S.', u""O'Shea J. "", u'Pantilimon C. ', u'van Aanholt P.', u'Wickham C.']","[u'Albrighton M.', u'Cambiasso E.', u'Huth R.', u'King A.', u'Mahrez R.', u'Morgan W. ', u'Schlupp J.', u'Schmeichel K. ', u'Ulloa L.', u'Vardy J.', u'Wasilewski M.']","[u'Buckley W.', u'Fletcher S.', u'Giaccherini E.', u'Johnson A.', u'Mannone V. ', u'Reveillere A.', u'Vergini S.']","[u'De Laet R.', u'Drinkwater D.', u'Hammond D.', u'Konchesky P.', u'Kramaric A.', u'Schwarzer M. ', u'Wood Ch.']","[(u'Fletcher S.', u'Graham D.'), (u'Drinkwater D.', u'Mahrez R.'), (u'Johnson A.', u'Bridcutt L.'), (u'Kramaric A.', u'Ulloa L.'), (u'Reveillere A.', u'Jones B.')]",Advocaat D.,Pearson N.
Burnley,Chelsea,8/18/2014,L,1,3,Oliver M. (Eng),20699,Turf Moor (Burnley),0.38,0.62,9,11,2,3,6,4,,,8,9,4,3,3,1,0,1,6,7,1,1,4 - 4 - 1 - 1,4 - 2 - 3 - 1,"[u'Arfield S.', u'Duff M.', u'Heaton T. ', u'Ings D.', u'Jones D.', u'Jutkiewicz L.', u'Marney D.', u'Mee B.', u'Shackell J. ', u'Taylor M.', u'Trippier K.']","[u'Azpilicueta C.', u'Cahill G.', u'Costa D.', u'Courtois T. ', u'Fabregas C.', u'Hazard E.', u'Ivanovic B.', u'Matic N.', u'Oscar', u'Schurrle A.', u'Terry J. ']","[u'Barnes A.', u'Dummingan C.', u'Gilks M. ', u'Kightly M.', u'Long K.', u'Sordell M.', u'Wallace R.']","[u'Willian', u'Cech P. ', u'Drogba D.', u'Filipe Luis', u'Mikel J. O.', u'Torres F.', u'Zouma K.']","[(u'Barnes A.', u'Jutkiewicz L.'), (u'Willian', u'Schurrle A.'), (u'Drogba D.', u'Hazard E.'), (u'Kightly M.', u'Taylor M.'), (u'Mikel J. O.', u'Oscar'), (u'Sordell M.', u'Ings D.')]",Dyche S.,Mourinho J.
West Brom,Everton,9/13/2014,L,0,2,Taylor A. (Eng),,The Hawthorns (West Bromwich),0.46,0.54,5,16,1,4,3,5,,,8,11,9,1,1,3,2,1,12,8,2,3,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Berahino S.', u'Brunt C. ', u'Dawson C.', u'Dorrans G.', u'Foster B. ', u'Gardner C.', u'Ideye B.', u'Morrison J.', u'Olsson J.', u'Pocognoli S.', u'Wisdom A.']","[u'Baines L.', u'Barry G.', u'Coleman S.', u'Howard T. ', u'Jagielka P. ', u'Lukaku R.', u'McCarthy J.', u'McGeady A.', u'Mirallas K.', u'Naismith S.', u'Stones J.']","[u'Baird Ch.', u'Blanco S.', u'Daniels L. ', u'Gamboa C.', u'McAuley G.', u'Samaras G.', u'Yacob C.']","[u'Alcaraz A.', u'Atsu Ch.', u'Besic M.', u'Garbutt L.', u'Gibson D.', u'Osman L.', u'Robles J. ']","[(u'Blanco S.', u'Brunt C.'), (u'Besic M.', u'McGeady A.'), (u'Gamboa C.', u'Pocognoli S.'), (u'Samaras G.', u'Ideye B.'), (u'Osman L.', u'Lukaku R.')]",Irvine A.,Martinez R.
Aston Villa,Chelsea,2/7/2015,L,1,2,Swarbrick N. (Eng),35969,Villa Park (Birmingham),0.51,0.49,9,11,1,5,5,4,,,11,10,7,7,2,4,3,0,8,7,3,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Agbonlahor G. ', u'Cissokho A.', u'Clark C.', u'Cleverley T.', u'Delph F.', u'Gil C.', u'Guzan B. ', u'Hutton A.', u'Okore J.', u'Weimann A.', u'Westwood A.']","[u'Azpilicueta C.', u'Cahill G.', u'Courtois T. ', u'Drogba D.', u'Hazard E.', u'Ivanovic B.', u'Matic N.', u'Oscar', u'Ramires', u'Terry J. ', u'Willian']","[u'Bacuna L.', u'Benteke C.', u'Cole J.', u'Given S. ', u'Sanchez C.', u'Sinclair S.', u'Vlaar R.']","[u'Ake N.', u'Cech P. ', u'Cuadrado J.', u'Loftus-Cheek R.', u'Mikel J. O.', u'Remy L.', u'Zouma K.']","[(u'Benteke C.', u'Agbonlahor G.'), (u'Cole J.', u'Weimann A.'), (u'Cuadrado J.', u'Willian'), (u'Mikel J. O.', u'Oscar'), (u'Sinclair S.', u'Cleverley T.'), (u'Remy L.', u'Drogba D.')]",Lambert P.,Mourinho J.
West Brom,Leicester,4/11/2015,L,2,3,Atkinson M. (Eng),,The Hawthorns (West Bromwich),0.44,0.56,8,12,5,4,2,6,,,17,15,4,6,0,3,1,3,15,15,2,2,4 - 4 - 2,4 - 4 - 1 - 1,"[u'Berahino S.', u'Brunt C.', u'Dawson C.', u'Fletcher D. ', u'Gardner C.', u'Ideye B.', u'Lescott J.', u'McAuley G.', u'Morrison J.', u'Myhill B. ', u'Yacob C.']","[u'Albrighton M.', u'Cambiasso E.', u'De Laet R.', u'Huth R.', u'James M.', u'Morgan W. ', u'Nugent D.', u'Schlupp J.', u'Schmeichel K. ', u'Ulloa L.', u'Vardy J.']","[u'Anichebe V.', u'Baird Ch.', u'McManaman C.', u'Olsson J.', u'Rose J. ', u'Sessegnon S.', u'Wisdom A.']","[u'Drinkwater D.', u'King A.', u'Konchesky P.', u'Kramaric A.', u'Mahrez R.', u'Schwarzer M. ', u'Wasilewski M.']","[(u'Anichebe V.', u'Ideye B.'), (u'King A.', u'James M.'), (u'Olsson J.', u'Gardner C.'), (u'Mahrez R.', u'Ulloa L.'), (u'Sessegnon S.', u'Morrison J.'), (u'Wasilewski M.', u'De Laet R.')]",Pulis T.,Pearson N.
QPR,West Ham,4/25/2015,D,0,0,Jones M. (Eng),,Loftus Road (London),0.54,0.46,18,8,7,2,6,5,,,16,17,6,6,3,4,2,7,14,12,1,0,4 - 4 - 2,4 - 4 - 1 - 1,"[u'Austin C.', u'Barton J. ', u'Caulker S.', u'Dunne R.', u'Green R. ', u'Henry K.', u'Hill C.', u'Onuoha N.', u'Phillips M.', u'Sandro', u'Zamora B.']","[u'Adrian ', u'Burke R.', u'Collins J.', u'Cresswell A.', u'Downing S.', u'Jarvis M.', u'Jenkinson C.', u'Kouyate C.', u'Noble M.', u'Nolan K. ', u'Valencia E.']","[u'Fer L.', u'Isla M.', u'Kranjcar N.', u'McCarthy A. ', u'Taarabt A.', u'Wright-Phillips S.', u'Yun Suk-Young']","[u'Amalfitano M.', u'Cole C.', u'Nene', u'Jaaskelainen J. ', u""O'Brien J."", u'Oxford R.', u'Poyet D.']","[(u'Fer L.', u'Zamora B.'), (u'Cole C.', u'Jarvis M.'), (u'Yun Suk-Young', u'Hill C.')]",Ramsey C.,Allardyce S.
Crystal Palace,Sunderland,11/3/2014,L,1,3,Dowd P. (Eng),23212,Selhurst Park (London),0.54,0.46,9,8,1,7,3,0,,,20,12,11,2,0,0,4,0,12,19,2,3,4 - 4 - 1 - 1,4 - 1 - 4 - 1,"[u'Bolasie Y.', u'Campbell F.', u'Chamakh M.', u'Dann S.', u'Hangeland B.', u'Jedinak M. ', u'Kelly M.', u'Ledley J.', u'Speroni J. ', u'Ward J.', u'Zaha W.']","[u'Buckley W.', u'Cattermole L.', u'Fletcher S.', u'Gomez J.', u'Larsson S.', u""O'Shea J. "", u'Pantilimon C. ', u'Reveillere A.', u'van Aanholt P.', u'Vergini S.', u'Wickham C.']","[u'Bannan B.', u'Doyle K.', u'Gayle D.', u'Hennessey W. ', u'Mariappa A.', u'McArthur J.', u'Puncheon J.']","[u'Altidore J.', u'Bridcutt L.', u'Brown W.', u'Graham D.', u'Johnson A.', u'Mannone V. ', u'Mavrias Ch.']","[(u'Altidore J.', u'Wickham C.'), (u'Bridcutt L.', u'Buckley W.'), (u'Gayle D.', u'Hangeland B.'), (u'Brown W.', u'van Aanholt P.)(Own goal'), (u'Puncheon J.', u'Chamakh M.')]",Warnock N.,Poyet G.
