home_team,away_team,game_date,result,home_goals,away_goals,referee,attendance,venue,home_ball_possession,away_ball_possession,home_goal_attempts,away_goal_attempts,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_blocked_shots,away_blocked_shots,home_free_kicks,away_free_kicks,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_goalkeeper_saves,away_goalkeeper_saves,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_formation,away_formation,home_players,away_players,home_substitutes,away_substitutes,substitutions_made,home_coach,away_coach
Stoke City,Southampton,4/18/2015,W,2,1,Clattenburg M. (Eng),26467,Bet365 Stadium (Stoke on Trent),0.49,0.51,15,12,2,6,9,3,,,18,19,2,5,3,2,5,0,17,17,0,4,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Arnautovic M.', u'Begovic A. ', u'Cameron G.', u'Diouf M.', u'Ireland S.', u""N'Zonzi S."", u'Pieters E.', u'Shawcross R. ', u'Walters J.', u'Whelan G.', u'Wollscheid P.']","[u'Alderweireld T.', u'Bertrand R.', u'Clyne N.', u'Davis K. ', u'Davis S.', u'Fonte J. ', u'Mane S.', u'Pelle G.', u'Schneiderlin M.', u'Tadic D.', u'Yoshida M.']","[u'Adam C.', u'Bardsley P.', u'Butland J. ', u'Crouch P.', u'Sidwell S.', u'Teixeira', u'Wilson M.']","[u'Elia E.', u'Gardos F.', u'Gazzaniga P. ', u'Long S.', u'Reed H.', u'Targett M.', u'Ward-Prowse J.']","[(u'Adam C.', u'Ireland S.'), (u'Elia E.', u'Davis S.'), (u'Crouch P.', u'Diouf M.'), (u'Long S.', u'Bertrand R.'), (u'Sidwell S.', u'Whelan G.'), (u'Ward-Prowse J.', u'Tadic D.')]",Hughes M,Koeman R.
Chelsea,Liverpool,5/10/2015,D,1,1,Marriner A. (Eng),,Stamford Bridge (London),0.48,0.52,8,15,3,4,1,8,,,14,13,6,4,1,3,3,2,13,11,4,3,4 - 2 - 3 - 1,4 - 3 - 3,"[u'Courtois T. ', u'Fabregas C.', u'Filipe Luis', u'Hazard E.', u'Ivanovic B.', u'Loftus-Cheek R.', u'Mikel J. O.', u'Remy L.', u'Terry J. ', u'Willian', u'Zouma K.']","[u'Can E.', u'Coutinho', u'Gerrard S. ', u'Henderson J.', u'Johnson G.', u'Lallana A.', u'Lambert R.', u'Lovren D.', u'Mignolet S. ', u'Skrtel M.', u'Sterling R.']","[u'Ake N.', u'Azpilicueta C.', u'Beeney M. ', u'Cahill G.', u'Cuadrado J.', u'Drogba D.', u'Matic N.']","[u'Allen J.', u'Ibe J.', u'Moreno A.', u'Lucas Leiva', u'Sinclair J.', u'Toure K.', u'Ward D. ']","[(u'Ibe J.', u'Lallana A.'), (u'Cahill G.', u'Zouma K.'), (u'Lucas Leiva', u'Gerrard S.'), (u'Cuadrado J.', u'Remy L.'), (u'Sinclair J.', u'Lambert R.'), (u'Matic N.', u'Loftus-Cheek R.')]",Mourinho J.,Rodgers B.
Everton,Liverpool,2/7/2015,D,0,0,Taylor A. (Eng),39621,Goodison Park (Liverpool),0.45,0.55,12,10,1,6,4,4,,,8,15,3,6,5,2,6,1,11,7,4,1,4 - 3 - 3,3 - 4 - 3,"[u'Barry G.', u'Besic M.', u'Coleman S.', u'Jagielka P. ', u'Lukaku R.', u'McCarthy J.', u'Mirallas K.', u'Naismith S.', u'Oviedo B.', u'Robles J. ', u'Stones J.']","[u'Can E.', u'Coutinho', u'Gerrard S. ', u'Henderson J.', u'Ibe J.', u'Lucas Leiva', u'Mignolet S. ', u'Moreno A.', u'Sakho M.', u'Skrtel M.', u'Sterling R.']","[u'Alcaraz A.', u'Barkley R.', u'Browning T.', u'Gibson D.', u'Griffiths R. ', u'Kone A.', u'Lennon A.']","[u'Allen J.', u'Johnson G.', u'Lambert R.', u'Lovren D.', u'Markovic L.', u'Sturridge D.', u'Ward D. ']","[(u'Alcaraz A.', u'Besic M.'), (u'Allen J.', u'Lucas L.'), (u'Barkley R.', u'Naismith S.'), (u'Lambert R.', u'Sterling R.'), (u'Sturridge D.', u'Coutinho'), (u'Lennon A.', u'Mirallas K.')]",Martinez R.,Rodgers B.
Arsenal,West Ham,3/14/2015,W,3,0,"Foy C. (Eng), Taylor A. (Eng)",60002,Emirates Stadium (London),0.68,0.32,19,7,9,1,5,4,,,10,13,7,5,3,3,1,6,10,9,1,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Chambers C.', u'Coquelin F.', u'Giroud O.', u'Koscielny L.', u'Mertesacker P. ', u'Monreal N.', u'Ospina D. ', u'Ozil M.', u'Ramsey A.', u'Sanchez A.', u'Walcott T.']","[u'Adrian ', u'Collins J.', u'Cresswell A.', u'Downing S.', u'Jarvis M.', u'Kouyate C.', u'Noble M.', u'Nolan K. ', u""O'Brien J."", u'Sakho D.', u'Song A.']","[u'Akpom Ch.', u'Bellerin H.', u'Cazorla S.', u'Flamini M.', u'Gibbs K.', u'Szczesny W. ', u'Welbeck D.']","[u'Amalfitano M.', u'Cullen J.', u'Nene', u'Demel G.', u'Jaaskelainen J. ', u'Onariase E.', u'Poyet D.']","[(u'Amalfitano M.', u'Jarvis M.'), (u'Cazorla S.', u'Walcott T.'), (u'Nene', u'Noble M.'), (u'Flamini M.', u'Ozil M.'), (u'Welbeck D.', u'Sanchez A.')]",Wenger A.,Allardyce S.
Burnley,Newcastle Utd,12/2/2014,D,1,1,Dowd P. (Eng),18791,Turf Moor (Burnley),0.42,0.58,12,11,2,4,7,5,,,15,14,2,5,2,2,3,1,12,12,2,2,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Arfield S.', u'Barnes A.', u'Boyd G.', u'Heaton T. ', u'Ings D.', u'Jones D.', u'Keane M.', u'Marney D.', u'Shackell J. ', u'Trippier K.', u'Ward S.']","[u'Abeid M.', u'Ameobi S.', u'Cisse P.', u'Dummett P.', u'Elliot R. ', u'Gouffran Y.', u'Haidara M.', u'Janmaat D.', u'Perez A.', u'Tiote C. ', u'Williamson M.']","[u'Gilks M. ', u'Jutkiewicz L.', u'Kightly M.', u'Long K.', u'Mee B.', u'Sordell M.', u'Wallace R.']","[u'Alnwick J. ', u'Anita V.', u'Armstrong A.', u'Cabella R.', u'Riviere E.', u'Streete R.', u'Taylor S.']","[(u'Jutkiewicz L.', u'Barnes A.'), (u'Cabella R.', u'Perez A.'), (u'Mee B.', u'Ward S.'), (u'Riviere E.', u'Ameobi S.'), (u'Taylor S.', u'Williamson M.')]",Dyche S.,Pardew A.
QPR,West Brom,12/20/2014,W,3,2,Pawson C. (Eng),17560,Loftus Road (London),0.42,0.58,17,16,7,6,2,6,,,7,20,5,11,4,1,4,4,16,8,1,0,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Austin C.', u'Barton J. ', u'Caulker S.', u'Dunne R.', u'Fer L.', u'Green R. ', u'Henry K.', u'Onuoha N.', u'Vargas E.', u'Yun Suk-Young', u'Zamora B.']","[u'Dorrans G.', u'Foster B. ', u'Gardner C.', u'Ideye B.', u'Lescott J. ', u'McAuley G.', u'Morrison J.', u'Pocognoli S.', u'Sessegnon S.', u'Varela S.', u'Wisdom A.']","[u'Ferdinand R.', u'Hill C.', u'Hoilett J.', u'Kranjcar N.', u'McCarthy A. ', u'Mutch J.', u'Phillips M.']","[u'Baird Ch.', u'Berahino S.', u'Dawson C.', u'Gamboa C.', u'Mulumbu Y.', u'Myhill B. ', u'Yacob C.']","[(u'Hill C.', u'Yun Suk-Young'), (u'Berahino S.', u'Ideye B.'), (u'Hoilett J.', u'Vargas E.'), (u'Kranjcar N.', u'Zamora B.'), (u'Gamboa C.', u'Pocognoli S.')]",Redknapp H.,Irvine A.
Chelsea,Sunderland,5/24/2015,W,3,1,Mason L. (Eng),41620,Stamford Bridge (London),0.63,0.37,24,17,8,9,7,7,,,8,12,11,3,1,1,8,5,12,8,2,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Azpilicueta C.', u'Cahill G.', u'Cech P. ', u'Cuadrado J.', u'Drogba D. ', u'Hazard E.', u'Ivanovic B.', u'Matic N.', u'Mikel J. O.', u'Terry J.', u'Willian']","[u'Coates S.', u'Defoe J.', u'Fletcher S.', u'Johnson A.', u'Jones B.', u'Larsson S.', u'Mannone V. ', u""O'Shea J. "", u'Rodwell J.', u'van Aanholt P.', u'Wickham C.']","[u'Boga J.', u'Christensen A.', u'Costa D.', u'Courtois T. ', u'Filipe Luis', u'Remy L.', u'Solanke D.']","[u'Buckley W.', u'Cattermole L.', u'Giaccherini E.', u'Graham D.', u'Pickford J. ', u'Reveillere A.', u'Vergini S.']","[(u'Christensen A.', u'Mikel J. O.'), (u'Costa D.', u'Drogba D.)(Penalty'), (u'Giaccherini E.', u'Johnson A.'), (u'Remy L.', u'Cuadrado J.')]",Mourinho J.,Advocaat D.
QPR,Liverpool,10/19/2014,L,2,3,Dowd P. (Eng),18069,Loftus Road (London),0.44,0.56,15,15,6,5,8,7,,,17,11,7,2,1,2,2,4,10,15,2,3,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Austin C.', u'Caulker S.', u'Dunne R.', u'Fer L.', u'Henry K.', u'Isla M.', u'McCarthy A. ', u'Onuoha N.', u'Sandro', u'Yun Suk-Young', u'Zamora B. ']","[u'Balotelli M.', u'Can E.', u'Enrique J.', u'Gerrard S. ', u'Henderson J.', u'Johnson G.', u'Lallana A.', u'Lovren D.', u'Mignolet S. ', u'Skrtel M.', u'Sterling R.']","[u'Ferdinand R.', u'Hoilett J.', u'Kranjcar N.', u'Murphy B. ', u'Phillips M.', u'Traore A.', u'Vargas E.']","[u'Allen J.', u'Coutinho', u'Jones B. ', u'Lambert R.', u'Manquillo J.', u'Markovic L.', u'Toure K.']","[(u'Allen J.', u'Can E.'), (u'Coutinho', u'Lallana A.'), (u'Phillips M.', u'Onuoha N.'), (u'Traore A.', u'Sandro'), (u'Vargas E.', u'Zamora B.'), (u'Toure K.', u'Sterling R.')]",Redknapp H.,Rodgers B.
Arsenal,Manchester City,9/13/2014,D,2,2,Clattenburg M. (Eng),60003,Emirates Stadium (London),0.45,0.55,17,13,6,8,9,5,,,15,13,0,3,2,2,6,4,11,15,3,4,4 - 1 - 4 - 1,4 - 2 - 3 - 1,"[u'Debuchy M.', u'Flamini M.', u'Koscielny L.', u'Mertesacker P. ', u'Monreal N.', u'Ozil M.', u'Ramsey A.', u'Sanchez A.', u'Szczesny W. ', u'Welbeck D.', u'Wilshere J.']","[u'Aguero S.', u'Clichy G.', u'Demichelis M.', u'Fernandinho', u'Hart J. ', u'Kompany V. ', u'Lampard F.', u'Milner J.', u'Navas J.', u'Silva D.', u'Zabaleta P.']","[u'Arteta M.', u'Cazorla S.', u'Chambers C.', u'Gibbs K.', u'Ospina D. ', u'Oxlade-Chamberlain A.', u'Podolski L.']","[u'Caballero W. ', u'Dzeko E.', u'Kolarov A.', u'Mangala E.', u'Nasri S.', u'Sagna B.', u'Sinclair S.']","[(u'Arteta M.', u'Flamini M.'), (u'Dzeko E.', u'Aguero S.'), (u'Chambers C.', u'Debuchy M.'), (u'Kolarov A.', u'Fernandinho'), (u'Nasri S.', u'Lampard F.'), (u'Oxlade-Chamberlain A.', u'Welbeck D.')]",Wenger A.,Pellegrini M.
West Brom,Swansea,2/11/2015,W,2,0,Madley R. (Eng),23516,The Hawthorns (West Bromwich),0.35,0.65,11,10,4,3,3,6,,,13,11,5,4,0,1,3,2,11,12,2,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Berahino S.', u'Brunt C.', u'Dawson C.', u'Fletcher D. ', u'Foster B. ', u'Ideye B.', u'Lescott J.', u'McAuley G.', u'McManaman C.', u'Morrison J.', u'Yacob C.']","[u'Cork J.', u'Dyer N.', u'Fabianski L. ', u'Fernandez F.', u'Gomis B.', u'Ki Sung-Yong', u'Montero J.', u'Naughton K.', u'Shelvey J.', u'Taylor N.', u'Williams A. ']","[u'Baird Ch.', u'Gardner C.', u'Myhill B. ', u'Olsson J.', u'Pocognoli S.', u'Sessegnon S.', u'Wisdom A.']","[u'Amat J.', u'Carroll T.', u'Fulton J.', u'Oliveira N.', u'Rangel A.', u'Routledge W.', u'Tremmel G. ']","[(u'Gardner C.', u'Morrison J.'), (u'Oliveira N.', u'Shelvey J.'), (u'Sessegnon S.', u'McManaman C.'), (u'Routledge W.', u'Dyer N.')]",Pulis T.,Monk G.
Newcastle Utd,West Brom,5/9/2015,D,1,1,Foy C. (Eng),47894,St. James Park (Newcastle),0.62,0.38,14,8,4,3,7,3,,,19,11,7,2,0,2,2,3,11,17,2,3,4 - 2 - 3 - 1,4 - 5 - 1,"[u'Anita V.', u'Cabella R.', u'Colback J.', u'Coloccini F. ', u'Dummett P.', u'Gutierrez J.', u'Krul T. ', u'Perez A.', u'Riviere E.', u'Sissoko M.', u'Taylor R.']","[u'Anichebe V.', u'Brunt C.', u'Dawson C.', u'Fletcher D. ', u'Gardner C.', u'Lescott J.', u'McAuley G.', u'Mulumbu Y.', u'Myhill B. ', u'Olsson J.', u'Yacob C.']","[u'Aarons R.', u'Abeid M.', u'Ameobi S.', u'Cisse P.', u'Gouffran Y.', u'Satka L.', u'Woodman F. ']","[u'Baird Ch.', u'Berahino S.', u'Ideye B.', u'McManaman C.', u'Morrison J.', u'Rose J. ', u'Wisdom A.']","[(u'Abeid M.', u'Anita V.'), (u'Berahino S.', u'Gardner C.'), (u'Ameobi S.', u'Perez A.'), (u'Cisse P.', u'Riviere E.'), (u'McManaman C.', u'Anichebe V.'), (u'Morrison J.', u'Mulumbu Y.')]",Carver J.,Pulis T.
Swansea,Everton,4/11/2015,D,1,1,Oliver M. (Eng),20468,Liberty Stadium (Swansea),0.51,0.49,11,12,3,8,4,2,,,11,20,3,6,2,1,7,2,18,12,3,3,4 - 3 - 1 - 2,4 - 1 - 4 - 1,"[u'Cork J.', u'Fabianski L. ', u'Fernandez F.', u'Gomis B.', u'Ki Sung-Yong', u'Rangel A.', u'Routledge W.', u'Shelvey J.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Baines L.', u'Barkley R.', u'Barry G.', u'Coleman S.', u'Howard T. ', u'Jagielka P. ', u'Kone A.', u'Lennon A.', u'McCarthy J.', u'Osman L.', u'Stones J.']","[u'Amat J.', u'Britton L.', u'Dyer N.', u'Emnes M.', u'Fulton J.', u'Grimes M.', u'Tremmel G. ']","[u'Alcaraz A.', u'Besic M.', u'Garbutt L.', u'Mirallas K.', u'Naismith S.', u'Pienaar S.', u'Robles J. ']","[(u'Dyer N.', u'Shelvey J.'), (u'Emnes M.', u'Gomis B.'), (u'Mirallas K.', u'Barkley R.'), (u'Naismith S.', u'Kone A.'), (u'Pienaar S.', u'Osman L.')]",Monk G.,Martinez R.
Manchester United,Hull City,11/29/2014,W,3,0,Taylor A. (Eng),,Old Trafford (Manchester),0.77,0.23,12,4,5,2,4,2,,,14,17,7,0,5,2,2,2,12,12,2,2,4 - 3 - 3,3 - 4 - 1 - 2,"[u'Carrick M.', u'de Gea D. ', u'Di Maria A.', u'Fellaini M.', u'Mata', u'Rojo M.', u'Rooney W. ', u'Smalling C.', u'Valencia A.', u'van Persie R.', u'Young A.']","[u'Ben Arfa H.', u'Brady R.', u'Chester J.', u'Davies C. ', u'Dawson M.', u'Diame M.', u'Elmohamady A.', u'Jelavic N.', u'Livermore J.', u'McGregor A. ', u'Robertson A.']","[u'Blackett T.', u'Fletcher D.', u'Falcao', u'Herrera A.', u'Januzaj A.', u'Lindegaard A. ', u'McNair P.']","[u'Aluko S.', u'Bruce A.', u'Huddlestone T.', u'Jakupovic E. ', u'Meyler D.', u'Quinn S.', u'Rosenior L.']","[(u'Aluko S.', u'Ben Arfa H.'), (u'Fletcher D.', u'Valencia A.'), (u'Falcao', u'van Persie R.'), (u'Herrera A.', u'Di Maria A.'), (u'Meyler D.', u'Brady R.'), (u'Quinn S.', u'Diame M.')]",van Gaal L.,Bruce S.
West Brom,Manchester City,12/26/2014,L,1,3,Clattenburg M. (Eng),26040,The Hawthorns (West Bromwich),0.48,0.52,18,9,6,5,6,2,,,13,8,10,6,4,4,2,5,5,9,0,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Berahino S.', u'Foster B. ', u'Gardner C.', u'Lescott J. ', u'McAuley G.', u'Morrison J.', u'Mulumbu Y.', u'Pocognoli S.', u'Sessegnon S.', u'Varela S.', u'Wisdom A.']","[u'Clichy G.', u'Demichelis M.', u'Fernando', u'Hart J. ', u'Mangala E.', u'Milner J.', u'Nasri S.', u'Navas J.', u'Sagna B.', u'Silva D.', u'Toure Y. ']","[u'Baird Ch.', u'Brunt C.', u'Dawson C.', u'Gamboa C.', u'Ideye B.', u'Myhill B. ', u'Yacob C.']","[u'Boyata D.', u'Caballero W. ', u'Jovetic S.', u'Kolarov A.', u'Lampard F.', u'Fernandinho', u'Zabaleta P.']","[(u'Brunt C.', u'Gardner C.'), (u'Gamboa C.', u'Pocognoli S.'), (u'Kolarov A.', u'Silva D.'), (u'Ideye B.', u'Varela S.'), (u'Lampard F.', u'Nasri S.'), (u'Fernandinho', u'Toure Y.')]",Irvine A.,Pellegrini M.
Manchester City,West Ham,4/19/2015,W,2,0,Taylor A. (Eng),,Etihad Stadium (Manchester),0.68,0.32,18,9,3,3,7,3,,,10,15,6,3,5,4,3,1,10,6,2,2,4 - 2 - 3 - 1,4 - 3 - 3,"[u'Aguero S.', u'Demichelis M.', u'Fernando', u'Hart J. ', u'Kolarov A.', u'Lampard F.', u'Mangala E.', u'Navas J.', u'Silva D.', u'Toure Y. ', u'Zabaleta P.']","[u'Adrian ', u'Cole C.', u'Collins J.', u'Cresswell A.', u'Downing S.', u'Jenkinson C.', u'Kouyate C.', u'Noble M. ', u'Reid W.', u'Song A.', u'Valencia E.']","[u'Boyata D.', u'Caballero W. ', u'Dzeko E.', u'Nasri S.', u'Pozo', u'Fernandinho', u'Sagna B.']","[u'Amalfitano M.', u'Burke R.', u'Nene', u'Jaaskelainen J. ', u'Jarvis M.', u'Nolan K.', u""O'Brien J.""]","[(u'Dzeko E.', u'Aguero S.'), (u'Nasri S.', u'Silva D.'), (u'Jarvis M.', u'Song A.'), (u'Fernandinho', u'Lampard F.'), (u'Nolan K.', u'Cole C.')]",Pellegrini M.,Allardyce S.
Manchester City,Aston Villa,4/25/2015,W,3,2,Dean M. (Eng),45036,Etihad Stadium (Manchester),0.45,0.55,11,13,4,4,2,6,,,17,14,7,6,1,6,2,1,13,11,1,2,4 - 2 - 3 - 1,4 - 5 - 1,"[u'Aguero S.', u'Demichelis M.', u'Fernando', u'Hart J. ', u'Kolarov A.', u'Lampard F.', u'Mangala E.', u'Navas J.', u'Silva D.', u'Toure Y. ', u'Zabaleta P.']","[u'Bacuna L.', u'Benteke C.', u'Cleverley T.', u'Delph F. ', u'Grealish J.', u'Guzan B. ', u'Okore J.', u'Richardson K.', u'Sanchez C.', u'Vlaar R.', u'Westwood A.']","[u'Bony W.', u'Boyata D.', u'Caballero W. ', u'Dzeko E.', u'Milner J.', u'Fernandinho', u'Sagna B.']","[u'Cissokho A.', u'Cole J.', u'Given S. ', u'Lowton M.', u""N'Zogbia C."", u'Senderos P.', u'Weimann A.']","[(u'Bony W.', u'Aguero S.'), (u'Lowton M.', u'Bacuna L.'), (u'Milner J.', u'Lampard F.'), (u""N'Zogbia C."", u'Westwood A.'), (u'Fernandinho', u'Toure Y.')]",Pellegrini M.,Sherwood T.
Everton,West Brom,1/19/2015,D,0,0,Oliver M. (Eng),34739,Goodison Park (Liverpool),0.69,0.31,17,5,4,0,4,2,,,14,15,8,1,4,3,0,4,11,12,3,2,4 - 2 - 3 - 1,4 - 1 - 4 - 1,"[u'Baines L.', u'Barkley R.', u'Barry G.', u'Besic M.', u'Coleman S.', u'Jagielka P. ', u'Lukaku R.', u'Mirallas K.', u'Naismith S.', u'Robles J. ', u'Stones J.']","[u'Anichebe V.', u'Baird Ch.', u'Berahino S.', u'Brunt C. ', u'Foster B. ', u'Gardner C.', u'Lescott J.', u'McAuley G.', u'Morrison J.', u'Wisdom A.', u'Yacob C.']","[u'Alcaraz A.', u'Garbutt L.', u'Griffiths R. ', u'Hibbert T.', u'Kone A.', u'McAleny C.', u'Oviedo B.']","[u'Dawson C.', u'Dorrans G.', u'Ideye B.', u'Myhill B. ', u'Pocognoli S.', u'Samaras G.', u'Sessegnon S.']","[(u'Dorrans G.', u'Berahino S.'), (u'Ideye B.', u'Anichebe V.'), (u'Kone A.', u'Besic M.'), (u'Oviedo B.', u'Mirallas K.'), (u'Sessegnon S.', u'Morrison J.')]",Martinez R.,Pulis T.
West Ham,Crystal Palace,2/28/2015,L,1,3,Dean M. (Eng),34857,Boleyn Ground (London),0.67,0.33,19,14,5,5,11,3,,,24,11,11,7,0,6,2,4,12,19,2,4,4 - 3 - 1 - 2,4 - 1 - 4 - 1,"[u'Adrian ', u'Cresswell A.', u'Downing S.', u'Jenkinson C.', u'Kouyate C.', u'Noble M. ', u'Reid W.', u'Sakho D.', u'Song A.', u'Tomkins J.', u'Valencia E.']","[u'Bolasie Y.', u'Dann S.', u'Delaney D.', u'Jedinak M. ', u'Kelly M.', u'Murray G.', u'Mutch J.', u'Puncheon J.', u'Speroni J. ', u'Ward J.', u'Zaha W.']","[u'Collins J.', u'Nene', u'Demel G.', u'Jaaskelainen J. ', u'Jarvis M.', u'Nolan K.', u""O'Brien J.""]","[u'Ameobi S.', u'Gayle D.', u'Hangeland B.', u'Hennessey W. ', u'Ledley J.', u'McArthur J.', u'Souare P.']","[(u'Ameobi S.', u'Zaha W.'), (u'Nene', u'Song A.'), (u'Ledley J.', u'Bolasie Y.'), (u'McArthur J.', u'Mutch J.')]",Allardyce S.,Pardew A.
West Ham,Manchester United,2/8/2015,D,1,1,Clattenburg M. (Eng),34499,Boleyn Ground (London),0.41,0.59,17,13,6,6,6,6,,,14,7,9,9,3,2,5,5,7,13,2,4,4 - 3 - 1 - 2,4 - 3 - 1 - 2,"[u'Adrian ', u'Cresswell A.', u'Downing S.', u'Jenkinson C.', u'Kouyate C.', u'Noble M.', u'Nolan K. ', u'Sakho D.', u'Song A.', u'Tomkins J.', u'Valencia E.']","[u'Blind D.', u'de Gea D. ', u'Di Maria A.', u'Falcao', u'Januzaj A.', u'Jones P.', u'Rojo M.', u'Rooney W. ', u'Shaw L.', u'Valencia A.', u'van Persie R.']","[u'Amalfitano M.', u'Cole C.', u'Jaaskelainen J. ', u'Jarvis M.', u'Lee E.', u""O'Brien J."", u'Oxford R.']","[u'Fellaini M.', u'Herrera A.', u'Mata', u'McNair P.', u'Smalling C.', u'Valdes V. ', u'Wilson J.']","[(u'Fellaini M.', u'Januzaj A.'), (u'Jarvis M.', u'Valencia E.'), (u'Smalling C.', u'Falcao')]",Allardyce S.,van Gaal L.
Chelsea,Aston Villa,9/27/2014,W,3,0,Dowd P. (Eng),,Stamford Bridge (London),0.63,0.37,17,7,8,1,6,4,,,9,17,9,2,5,0,1,5,11,9,2,2,4 - 2 - 3 - 1,4 - 3 - 3,"[u'Azpilicueta C.', u'Cahill G.', u'Costa D.', u'Courtois T. ', u'Fabregas C.', u'Hazard E.', u'Ivanovic B.', u'Matic N.', u'Oscar', u'Terry J. ', u'Willian']","[u'Agbonlahor G. ', u'Baker N.', u'Cissokho A.', u'Cleverley T.', u'Delph F.', u'Guzan B. ', u'Hutton A.', u'Richardson K.', u'Senderos P.', u'Weimann A.', u'Westwood A.']","[u'Cech P. ', u'Drogba D.', u'Filipe Luis', u'Mikel J. O.', u'Remy L.', u'Schurrle A.', u'Zouma K.']","[u'Bacuna L.', u'Bent D.', u'Clark C.', u'Given S. ', u'Grealish J.', u""N'Zogbia C."", u'Sanchez C.']","[(u'Bent D.', u'Richardson K.'), (u'Mikel J. O.', u'Oscar'), (u'Remy L.', u'Costa D.'), (u'Schurrle A.', u'Hazard E.'), (u""N'Zogbia C."", u'Weimann A.')]",Mourinho J.,Lambert P.
Swansea,Hull City,4/4/2015,W,3,1,Marriner A. (Eng),,Liberty Stadium (Swansea),0.6,0.4,9,10,4,1,4,4,,,12,12,4,7,2,1,0,1,11,14,1,5,4 - 3 - 3,3 - 5 - 2,"[u'Cork J.', u'Fabianski L. ', u'Fernandez F.', u'Gomis B.', u'Ki Sung-Yong', u'Naughton K.', u'Routledge W.', u'Shelvey J.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Brady R.', u'Bruce A.', u'Dawson M. ', u'Elmohamady A.', u'Hernandez A.', u'Livermore J.', u'McGregor A. ', u'McShane P.', u'Meyler D.', u""N'Doye D."", u'Ramirez G.']","[u'Amat J.', u'Dyer N.', u'Emnes M.', u'Grimes M.', u'Oliveira N.', u'Rangel A.', u'Tremmel G. ']","[u'Aluko S.', u'Chester J.', u'Diame M.', u'Harper S. ', u'Quinn S.', u'Rosenior L.', u'Sagbo Y.']","[(u'Aluko S.', u'Hernandez A.'), (u'Dyer N.', u'Cork J.'), (u'Diame M.', u'Bruce A.'), (u'Grimes M.', u'Shelvey J.'), (u'Quinn S.', u'Ramirez G.'), (u'Rangel A.', u'Naughton K.')]",Monk G.,Bruce S.
Swansea,Manchester United,2/21/2015,W,2,1,Swarbrick N. (Eng),,Liberty Stadium (Swansea),0.36,0.64,11,18,6,3,2,9,,,14,7,4,10,3,1,2,4,6,15,2,4,4 - 2 - 3 - 1,4 - 3 - 1 - 2,"[u'Cork J.', u'Fabianski L. ', u'Fernandez F.', u'Gomis B.', u'Ki Sung-Yong', u'Naughton K.', u'Routledge W.', u'Shelvey J.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Blind D.', u'de Gea D. ', u'Di Maria A.', u'Fellaini M.', u'Herrera A.', u'Jones P.', u'McNair P.', u'Rojo M.', u'Rooney W. ', u'Shaw L.', u'van Persie R.']","[u'Amat J.', u'Britton L.', u'Emnes M.', u'Montero J.', u'Oliveira N.', u'Rangel A.', u'Tremmel G. ']","[u'Falcao', u'Januzaj A.', u'Mata', u'Smalling C.', u'Valdes V. ', u'Valencia A.', u'Young A.']","[(u'Amat J.', u'Shelvey J.'), (u'Mata', u'Di Maria A.'), (u'Montero J.', u'Sigurdsson G.'), (u'Valencia A.', u'McNair P.'), (u'Young A.', u'Shaw L.')]",Monk G.,van Gaal L.
Manchester City,Swansea,11/22/2014,W,2,1,Swarbrick N. (Eng),,Etihad Stadium (Manchester),0.6,0.4,18,13,10,3,6,3,,,11,11,7,3,0,2,2,8,13,9,2,1,4 - 4 - 1 - 1,4 - 2 - 3 - 1,"[u'Aguero S.', u'Clichy G.', u'Demichelis M.', u'Fernandinho', u'Hart J. ', u'Jovetic S.', u'Kompany V. ', u'Nasri S.', u'Navas J.', u'Toure Y.', u'Zabaleta P.']","[u'Bartley K.', u'Bony W.', u'Carroll T.', u'Dyer N.', u'Fabianski L. ', u'Ki Sung-Yong', u'Montero J.', u'Rangel A.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Caballero W. ', u'Lampard F.', u'Mangala E.', u'Milner J.', u'Pozo', u'Fernando', u'Sagna B.']","[u'Amat J.', u'Barrow M.', u'Britton L.', u'Gomis B.', u'Shelvey J.', u'Tiendalli D.', u'Tremmel G. ']","[(u'Lampard F.', u'Jovetic S.'), (u'Barrow M.', u'Dyer N.'), (u'Milner J.', u'Nasri S.'), (u'Gomis B.', u'Sigurdsson G.'), (u'Shelvey J.', u'Carroll T.'), (u'Fernando', u'Fernandinho')]",Pellegrini M.,Monk G.
