home_team,away_team,game_date,name,team,goals,assists,goal_attempts,shots_on_goal,blocked_shots,offsides,fouls_committed,fouls_sufferred,yellow_cards,red_cards,pass_success,total_passes
Tottenham,Everton,8/29/2015,Alderweireld T.,TOT,0,0,1,1,0,0,0,0,0,0,78.7,47
Tottenham,Everton,8/29/2015,Barkley R.,EVE,0,0,3,1,0,0,0,4,0,0,88.6,35
Tottenham,Everton,8/29/2015,Bentaleb N.,TOT,0,0,2,1,0,0,3,0,1,0,79.2 ,48
Tottenham,Everton,8/29/2015,Browning T.,EVE,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Everton,8/29/2015,Chadli N.,TOT,0,0,3,0,0,0,2,0,1,0,91.7,36
Tottenham,Everton,8/29/2015,Coleman S.,EVE,0,0,0,0,0,0,0,4,0,0,79.5 ,39
Tottenham,Everton,8/29/2015,Dembele M.,TOT,0,0,0,0,0,0,2,1,0,0,76,25
Tottenham,Everton,8/29/2015,Dier E.,TOT,0,0,2,0,0,0,4,1,1,0,98.3,57
Tottenham,Everton,8/29/2015,Jagielka P.,EVE,0,0,0,0,3,0,0,0,0,0,85.7,42
Tottenham,Everton,8/29/2015,Kone A.,EVE,0,0,1,0,0,0,1,2,0,0,83.3 ,42
Tottenham,Everton,8/29/2015,Lloris H.,TOT,0,0,0,0,0,0,0,0,0,0,79.2 ,24
Tottenham,Everton,8/29/2015,Mason R.,TOT,0,0,4,2,0,0,2,0,0,0,88.9 ,27
Tottenham,Everton,8/29/2015,Mirallas K.,EVE,0,0,2,1,0,0,1,2,0,0,75,12
Tottenham,Everton,8/29/2015,Oviedo B.,EVE,0,0,0,0,0,0,3,1,0,0,83.8,37
Tottenham,Everton,8/29/2015,Pritchard A.,TOT,0,0,0,0,0,0,1,0,0,0,100,3
Tottenham,Everton,8/29/2015,Rose D.,TOT,0,0,1,0,0,1,2,2,0,0,81.3 ,32
Tottenham,Everton,8/29/2015,Trippier K.,TOT,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Everton,8/29/2015,Vorm M.,TOT,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Everton,8/29/2015,Alli D.,TOT,0,0,1,1,0,0,0,0,1,0,72.2 ,18
Tottenham,Everton,8/29/2015,Barry G.,EVE,0,0,0,0,1,1,2,1,1,0,86.3 ,51
Tottenham,Everton,8/29/2015,Besic M.,EVE,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Everton,8/29/2015,Carroll T.,TOT,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Everton,8/29/2015,Cleverley T.,EVE,0,0,1,1,0,0,0,0,0,0,95.2,21
Tottenham,Everton,8/29/2015,Davies B.,TOT,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Everton,8/29/2015,Deulofeu G.,EVE,0,0,0,0,0,0,0,0,0,0,100,2
Tottenham,Everton,8/29/2015,Howard T.,EVE,0,0,0,0,0,0,0,0,0,0,64.5 ,31
Tottenham,Everton,8/29/2015,Kane H.,TOT,0,0,5,1,0,2,1,1,0,0,78.6 ,28
Tottenham,Everton,8/29/2015,Lamela E.,TOT,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Everton,8/29/2015,Lukaku R.,EVE,0,0,1,0,0,0,1,0,0,0,73.3,30
Tottenham,Everton,8/29/2015,McCarthy J.,EVE,0,0,0,0,1,0,0,2,0,0,85.3 ,61
Tottenham,Everton,8/29/2015,Naismith S.,EVE,0,0,0,0,0,0,1,3,0,0,100,5
Tottenham,Everton,8/29/2015,Pennington M.,EVE,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Everton,8/29/2015,Robles J.,EVE,0,0,0,0,0,0,0,0,0,0,0,0
Tottenham,Everton,8/29/2015,Stones J.,EVE,0,0,0,0,1,0,0,0,0,0,85.7 ,35
Tottenham,Everton,8/29/2015,Vertonghen J.,TOT,0,0,1,0,1,0,1,1,0,0,89.1,46
Tottenham,Everton,8/29/2015,Walker K.,TOT,0,0,0,0,0,0,2,3,0,0,83.7 ,49
Watford,Aston Villa,4/30/2016,Abdi A.,WAT,1,0,4,1,0,0,5,3,1,0,89.2,65
Watford,Aston Villa,4/30/2016,Amrabat N.,WAT,0,0,0,0,0,0,0,0,0,0,83.3,12
Watford,Aston Villa,4/30/2016,Ayew J.,AST,1,0,3,1,0,3,1,3,0,0,84.9,33
Watford,Aston Villa,4/30/2016,Berghuis S.,WAT,0,1,2,1,0,0,1,0,1,0,86.7,15
Watford,Aston Villa,4/30/2016,Bunn M.,AST,0,0,0,0,0,0,0,0,1,0,52,25
Watford,Aston Villa,4/30/2016,Cissokho A.,AST,0,0,0,0,0,0,3,0,0,1,75,32
Watford,Aston Villa,4/30/2016,Deeney T.,WAT,2,0,6,3,0,1,1,1,0,0,51.6,31
Watford,Aston Villa,4/30/2016,Gil C.,AST,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Aston Villa,4/30/2016,Grealish J.,AST,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Aston Villa,4/30/2016,Gueye I.,AST,0,0,0,0,1,0,1,3,1,0,90.9,44
Watford,Aston Villa,4/30/2016,Hutton A.,AST,0,0,0,0,0,0,1,1,0,0,77.4,31
Watford,Aston Villa,4/30/2016,Jurado J. M.,WAT,0,0,1,0,0,0,0,0,0,0,89.6,48
Watford,Aston Villa,4/30/2016,Nyom A.,WAT,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Aston Villa,4/30/2016,Paredes J.,WAT,0,0,0,0,0,0,0,0,0,0,73.1,52
Watford,Aston Villa,4/30/2016,Richards M.,AST,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Aston Villa,4/30/2016,Sinclair S.,AST,0,0,0,0,0,0,0,1,0,0,100,3
Watford,Aston Villa,4/30/2016,Toner K.,AST,0,0,1,0,0,0,0,1,0,0,70,20
Watford,Aston Villa,4/30/2016,Watson B.,WAT,0,0,1,0,0,0,2,1,0,0,96.3,80
Watford,Aston Villa,4/30/2016,Ake N.,WAT,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Aston Villa,4/30/2016,Anya I.,WAT,0,0,0,0,0,0,0,3,0,0,90.6,64
Watford,Aston Villa,4/30/2016,Bacuna L.,AST,0,0,0,0,0,0,1,1,1,0,73.2,41
Watford,Aston Villa,4/30/2016,Britos M.,WAT,0,0,0,0,0,0,1,1,0,0,81.6,49
Watford,Aston Villa,4/30/2016,Cathcart C.,WAT,0,0,0,0,1,0,1,0,0,0,89.3,56
Watford,Aston Villa,4/30/2016,Clark C.,AST,1,0,1,1,2,0,1,1,0,0,66.7,24
Watford,Aston Villa,4/30/2016,Gestede R.,AST,0,1,2,0,1,0,1,2,0,0,63,27
Watford,Aston Villa,4/30/2016,Gomes H.,WAT,0,0,0,0,0,0,0,0,0,0,68.4,19
Watford,Aston Villa,4/30/2016,Guedioura A.,WAT,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Aston Villa,4/30/2016,Guzan B.,AST,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Aston Villa,4/30/2016,Ighalo O.,WAT,0,0,3,1,0,0,2,0,0,0,76.2,21
Watford,Aston Villa,4/30/2016,Lescott J.,AST,0,0,0,0,0,0,0,0,0,0,66.7,9
Watford,Aston Villa,4/30/2016,Pantilimon C.,WAT,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Aston Villa,4/30/2016,Prodl S.,WAT,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Aston Villa,4/30/2016,Sanchez C.,AST,0,0,0,0,0,0,1,0,0,0,33.3,3
Watford,Aston Villa,4/30/2016,Suarez M.,WAT,0,0,1,0,0,0,1,0,0,0,88.3,77
Watford,Aston Villa,4/30/2016,Veretout J.,AST,0,0,0,0,0,0,0,0,0,0,0,0
Watford,Aston Villa,4/30/2016,Westwood A.,AST,0,1,0,0,2,0,0,1,0,0,82.9,41
Liverpool,Chelsea,5/11/2016,Abraham T.,CHE,0,0,0,0,0,0,2,0,0,0,80,5
Liverpool,Chelsea,5/11/2016,Amelia M.,CHE,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Chelsea,5/11/2016,Baba Rahman A.,CHE,0,1,0,0,3,1,0,1,0,0,79.1,43
Liverpool,Chelsea,5/11/2016,Benteke C.,LIV,1,0,1,1,0,0,0,0,0,0,100,3
Liverpool,Chelsea,5/11/2016,Cahill G.,CHE,0,0,1,0,4,0,0,0,0,0,81,21
Liverpool,Chelsea,5/11/2016,Clyne N.,LIV,0,0,1,0,0,0,0,0,0,0,84.9,53
Liverpool,Chelsea,5/11/2016,Fabregas C.,CHE,0,0,1,0,0,0,3,3,0,0,83.8,74
Liverpool,Chelsea,5/11/2016,Hazard E.,CHE,1,0,3,3,1,0,1,6,0,0,95.2,63
Liverpool,Chelsea,5/11/2016,Lallana A.,LIV,0,0,4,1,0,0,1,0,0,0,92.9,42
Liverpool,Chelsea,5/11/2016,Lovren D.,LIV,0,0,2,0,1,0,2,0,0,0,90.3,72
Liverpool,Chelsea,5/11/2016,Matic N.,CHE,0,0,0,0,1,0,0,0,0,0,85.7,42
Liverpool,Chelsea,5/11/2016,Mikel J. O.,CHE,0,0,0,0,0,0,1,0,0,0,75.8,33
Liverpool,Chelsea,5/11/2016,Moreno A.,LIV,0,0,0,0,0,0,0,0,0,0,92.3,52
Liverpool,Chelsea,5/11/2016,Palmer K.,CHE,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Chelsea,5/11/2016,Pedro,CHE,0,0,3,2,0,0,0,0,0,0,87.2,39
Liverpool,Chelsea,5/11/2016,Smith B.,LIV,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Chelsea,5/11/2016,Tomori F.,CHE,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Chelsea,5/11/2016,Traore B.,CHE,0,0,4,2,0,1,2,0,0,0,65.2,23
Liverpool,Chelsea,5/11/2016,Allen J.,LIV,0,0,0,0,0,0,0,1,0,0,87.5,8
Liverpool,Chelsea,5/11/2016,Azpilicueta C.,CHE,0,0,0,0,1,0,2,0,1,0,80.6,36
Liverpool,Chelsea,5/11/2016,Begovic A.,CHE,0,0,0,0,0,0,0,1,0,0,37,27
