home_team,away_team,game_date,result,home_goals,away_goals,referee,attendance,venue,home_ball_possession,away_ball_possession,home_goal_attempts,away_goal_attempts,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_blocked_shots,away_blocked_shots,home_free_kicks,away_free_kicks,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_goalkeeper_saves,away_goalkeeper_saves,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_formation,away_formation,home_players,away_players,home_substitutes,away_substitutes,substitutions_made,home_coach,away_coach
Leicester,West Ham,4/17/2016,D,2,2,Moss J. (Eng),32104,King Power Stadium (Leicester),0.43,0.57,6,19,2,4,4,12,0,3,13,15,0,5,2,0,2,0,14,14,3,3,4 - 4 - 2,4 - 3 - 3,"[u'Albrighton M.', u'Drinkwater D.', u'Fuchs Ch.', u'Huth R.', u'Kante N.', u'Mahrez R.', u'Morgan W. ', u'Okazaki S.', u'Schmeichel K. ', u'Simpson D.', u'Vardy J.']","[u'Adrian ', u'Antonio M.', u'Cresswell A.', u'Emenike E.', u'Kouyate C.', u'Moses V.', u'Noble M. ', u'Obiang P.', u'Ogbonna A.', u'Payet D.', u'Reid W.']","[u'Amartey D.', u'Gray D.', u'King A.', u'Schlupp J.', u'Schwarzer M. ', u'Ulloa L.', u'Wasilewski M.']","[u'Byram S.', u'Carroll A.', u'Collins J.', u'Lanzini M.', u'Randolph D. ', u'Tomkins J.', u'Valencia E.']","[(u'Amartey D.', u'Mahrez R.'), (u'Carroll A.', u'Obiang P.)(Penalty'), (u'Schlupp J.', u'Albrighton M.'), (u'Lanzini M.', u'Noble M.'), (u'Ulloa L.', u'Okazaki S.)(Penalty'), (u'Valencia E.', u'Moses V.')]",Ranieri C.,Bilic S.
Crystal Palace,Watford,2/13/2016,L,1,2,Madley R. (Eng),24564,Selhurst Park (London),0.54,0.46,15,10,5,4,7,2,3,4,14,21,8,3,6,0,2,4,16,14,0,1,4 - 4 - 2,4 - 3 - 3,"[u'Adebayor E.', u'Cabaye Y.', u'Dann S.', u'Delaney D.', u'Hennessey W. ', u'Jedinak M. ', u'Mutch J.', u'Souare P.', u'Ward J.', u'Wickham C.', u'Zaha W.']","[u'Ake N.', u'Amrabat N.', u'Behrami V.', u'Capoue E.', u'Cathcart C.', u'Deeney T. ', u'Gomes H. ', u'Ighalo O.', u'Nyom A.', u'Prodl S.', u'Watson B.']","[u'Boateng H.', u'Campbell F.', u'Chamakh M.', u'Kelly M.', u'Lee Chung-Yong', u'Mariappa A.', u'Speroni J. ']","[u'Abdi A.', u'Anya I.', u'Guedioura A.', u'Holebas J.', u'Pantilimon C. ', u'Paredes J.', u'Suarez M.']","[(u'Abdi A.', u'Amrabat N.'), (u'Campbell F.', u'Mutch J.'), (u'Lee Chung-Yong', u'Wickham C.'), (u'Suarez M.', u'Capoue E.')]",Pardew A.,Flores Q.
Leicester,Swansea,4/24/2016,W,4,0,Clattenburg M. (Eng),31962,King Power Stadium (Leicester),0.38,0.62,18,9,9,1,6,4,3,4,11,18,4,6,3,1,1,5,15,10,1,2,4 - 4 - 2,4 - 1 - 4 - 1,"[u'Drinkwater D.', u'Fuchs Ch.', u'Huth R.', u'Kante N.', u'Mahrez R.', u'Morgan W. ', u'Okazaki S.', u'Schlupp J.', u'Schmeichel K. ', u'Simpson D.', u'Ulloa L.']","[u'Ayew A.', u'Britton L.', u'Cork J.', u'Fabianski L. ', u'Fer L.', u'Fernandez F.', u'Rangel A.', u'Routledge W.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Albrighton M.', u'Amartey D.', u'Chilwell B.', u'Gray D.', u'King A.', u'Schwarzer M. ', u'Wasilewski M.']","[u'Amat J.', u'Barrow M.', u'Ki Sung-Yong', u'Montero J.', u'Naughton K.', u'Nordfeldt K. ', u'Paloschi A.']","[(u'Albrighton M.', u'Schlupp J.'), (u'Ki Sung-Yong', u'Sigurdsson G.'), (u'Gray D.', u'Okazaki S.'), (u'Montero J.', u'Routledge W.'), (u'King A.', u'Ulloa L.'), (u'Paloschi A.', u'Fer L.')]",Ranieri C.,Guidolin F.
Newcastle Utd,Norwich,10/18/2015,W,6,2,Taylor A. (Eng),47006,St. James Park (Newcastle),0.46,0.54,11,18,6,6,2,6,3,6,10,13,3,7,3,1,4,0,10,10,1,1,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Colback J.', u'Coloccini F. ', u'Dummett P.', u'Elliot R. ', u'Janmaat D.', u'Mbemba Ch.', u'Mitrovic A.', u'Perez A.', u'Sissoko M.', u'Tiote C.', u'Wijnaldum G.']","[u'Bassong S.', u'Brady R.', u'Dorrans G.', u'Howson J.', u'Martin R. ', u'Mbokani D.', u'Olsson Mart.', u'Redmond N.', u'Ruddy J. ', u'Tettey A.', u'Whittaker S.']","[u'Anita V.', u'Cisse P.', u'de Jong S.', u'Haidara M.', u'Lascelles J.', u'Thauvin F.', u'Woodman F. ']","[u'Bennett R.', u'Hoolahan W.', u'Jarvis M.', u'Jerome C.', u""O'Neil G."", u'Rudd D. ', u'Wisdom A.']","[(u'Anita V.', u'Tiote C.'), (u'Cisse P.', u'Mitrovic A.'), (u'Hoolahan W.', u'Tettey A.'), (u'Haidara M.', u'Dummett P.'), (u'Jerome C.', u'Olsson Mart.'), (u""O'Neil G."", u'Dorrans G.')]",McClaren S.,Neil A.
Arsenal,Tottenham,11/8/2015,D,1,1,Atkinson M. (Eng),60060,Emirates Stadium (London),0.55,0.45,10,13,4,4,5,7,1,2,20,13,7,6,1,3,3,3,12,17,0,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Campbell J.', u'Cazorla S.', u'Cech P. ', u'Coquelin F.', u'Debuchy M.', u'Giroud O.', u'Koscielny L.', u'Mertesacker P. ', u'Monreal N.', u'Ozil M.', u'Sanchez A.']","[u'Alderweireld T.', u'Alli D.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Kane H.', u'Lamela E.', u'Lloris H. ', u'Rose D.', u'Vertonghen J.', u'Walker K.']","[u'Arteta M.', u'Chambers C.', u'Flamini M.', u'Gibbs K.', u'Iwobi A.', u'Ospina D. ', u'Gabriel']","[u'Carroll T.', u'Davies B.', u'Mason R.', u'Onomah J.', u'Son Heung-Min', u'Trippier K.', u'Vorm M. ']","[(u'Arteta M.', u'Debuchy M.'), (u'Flamini M.', u'Cazorla S.'), (u'Mason R.', u'Alli D.'), (u'Gibbs K.', u'Campbell J.'), (u'Onomah J.', u'Eriksen C.'), (u'Son Heung-Min', u'Lamela E.')]",Wenger A.,Pochettino M.
Everton,Stoke City,12/28/2015,L,3,4,Clattenburg M. (Eng),39340,Goodison Park (Liverpool),0.51,0.49,15,8,3,5,6,1,6,2,17,11,6,2,2,5,1,0,10,12,2,1,4 - 3 - 3,4 - 2 - 3 - 1,"[u'Barkley R.', u'Barry G. ', u'Coleman S.', u'Deulofeu G.', u'Galloway B.', u'Howard T. ', u'Kone A.', u'Lukaku R.', u'McCarthy J.', u'Mori R.', u'Stones J.']","[u'Afellay I.', u'Arnautovic M.', u'Butland J. ', u'Cameron G.', u'Johnson G.', u'Krkic B.', u'Pieters E.', u'Shaqiri X.', u'Shawcross R. ', u'Whelan G.', u'Wollscheid P.']","[u'Baines L.', u'Besic M.', u'Cleverley T.', u'Gibson D.', u'Naismith S.', u'Osman L.', u'Robles J. ']","[u'Adam C.', u'Diouf M.', u'Haugaard J. ', u'Joselu', u'van Ginkel M.', u'Walters J.', u'Wilson M.']","[(u'Cleverley T.', u'McCarthy J.)(Naismith S.'), (u'Joselu', u'Krkic B.'), (u'Naismith S.', u'Cleverley T.'), (u'van Ginkel M.', u'Shaqiri X.'), (u'Walters J.', u'Cameron G.')]",Martinez R.,Hughes M
Manchester City,Newcastle Utd,10/3/2015,W,6,1,Friend K. (Eng),53850,Etihad Stadium (Manchester),0.65,0.35,23,6,11,4,8,1,4,1,11,14,6,3,1,3,3,5,13,8,3,2,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Aguero S.', u'de Bruyne K.', u'Fernandinho', u'Fernando', u'Hart J. ', u'Kolarov A.', u'Mangala E.', u'Otamendi N.', u'Silva D.', u'Sterling R.', u'Zabaleta P.']","[u'Anita V.', u'Coloccini F. ', u'Gouffran Y.', u'Janmaat D.', u'Krul T. ', u'Mbabu K.', u'Mbemba Ch.', u'Mitrovic A.', u'Perez A.', u'Sissoko M.', u'Wijnaldum G.']","[u'Bony W.', u'Caballero W. ', u'Demichelis M.', u'Garcia M.', u'Iheanacho K.', u'Navas J.', u'Sagna B.']","[u'Cisse P.', u'de Jong S.', u'Elliot R. ', u'Lascelles J.', u'Thauvin F.', u'Tiote C.', u'Williamson M.']","[(u'Bony W.', u'Aguero S.'), (u'Lascelles J.', u'Mbabu K.'), (u'Iheanacho K.', u'Silva D.'), (u'Thauvin F.', u'Gouffran Y.'), (u'Navas J.', u'Sterling R.'), (u'Tiote C.', u'Sissoko M.')]",Pellegrini M.,McClaren S.
Tottenham,Norwich,12/26/2015,W,3,0,Jones M. (Eng),35198,White Hart Lane (London),0.6,0.4,15,11,10,3,3,7,2,1,20,7,9,4,3,8,3,7,4,13,1,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Alderweireld T.', u'Alli D.', u'Davies B.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Kane H.', u'Lamela E.', u'Lloris H. ', u'Vertonghen J.', u'Walker K.']","[u'Bassong S.', u'Bennett R.', u'Brady R.', u'Jerome C.', u'Martin R. ', u'Mulumbu Y.', u'Odjidja-Ofoe V.', u'Olsson Mart.', u'Redmond N.', u'Rudd D. ', u'Tettey A.']","[u'Bentaleb N.', u'Carroll T.', u'Chadli N.', u'Rose D.', u'Son Heung-Min', u'Trippier K.', u'Vorm M. ']","[u'Dorrans G.', u'Hoolahan W.', u'Howson J.', u'Lafferty K.', u'Mbokani D.', u'Ruddy J. ', u'Whittaker S.']","[(u'Dorrans G.', u'Odjidja-Ofoe V.'), (u'Carroll T.', u'Eriksen C.'), (u'Chadli N.', u'Dembele M.'), (u'Howson J.', u'Mulumbu Y.'), (u'Son Heung-Min', u'Alli D.'), (u'Mbokani D.', u'Brady R.')]",Pochettino M.,Neil A.
Watford,Manchester City,1/2/2016,L,1,2,Atkinson M. (Eng),20676,Vicarage Road (Watford),0.48,0.52,11,16,3,5,6,7,2,4,11,7,4,5,0,1,3,2,6,10,1,0,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Abdi A.', u'Britos M.', u'Capoue E.', u'Cathcart C.', u'Deeney T. ', u'Gomes H. ', u'Holebas J.', u'Ighalo O.', u'Jurado J. M.', u'Nyom A.', u'Watson B.']","[u'Aguero S.', u'de Bruyne K.', u'Fernandinho', u'Hart J. ', u'Kolarov A.', u'Mangala E.', u'Otamendi N.', u'Sagna B.', u'Silva D.', u'Sterling R.', u'Toure Y. ']","[u'Anya I.', u'Arlauskis G. ', u'Behrami V.', u'Berghuis S.', u'Guedioura A.', u'Oulare O.', u'Prodl S.']","[u'Bony W.', u'Caballero W. ', u'Clichy G.', u'Demichelis M.', u'Navas J.', u'Fernando', u'Zabaleta P.']","[(u'Bony W.', u'Mangala E.'), (u'Demichelis M.', u'Aguero S.'), (u'Guedioura A.', u'Jurado J. M.'), (u'Navas J.', u'Sterling R.')]",Flores Q.,Pellegrini M.
Arsenal,Everton,10/24/2015,W,2,1,Mason L. (Eng),59985,Emirates Stadium (London),0.57,0.43,20,10,5,5,9,3,6,2,16,11,7,5,0,2,4,3,11,14,2,2,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Bellerin H.', u'Cazorla S. ', u'Cech P. ', u'Coquelin F.', u'Gabriel', u'Giroud O.', u'Koscielny L.', u'Monreal N.', u'Oxlade-Chamberlain A.', u'Ozil M.', u'Sanchez A.']","[u'Barkley R.', u'Barry G.', u'Coleman S.', u'Deulofeu G.', u'Galloway B.', u'Howard T. ', u'Jagielka P. ', u'Lennon A.', u'Lukaku R.', u'McCarthy J.', u'Stones J.']","[u'Campbell J.', u'Chambers C.', u'Debuchy M.', u'Flamini M.', u'Gibbs K.', u'Macey M. ', u'Walcott T.']","[u'Cleverley T.', u'Kone A.', u'Mirallas K.', u'Mori R.', u'Naismith S.', u'Osman L.', u'Robles J. ']","[(u'Kone A.', u'Coleman S.'), (u'Mirallas K.', u'Lennon A.'), (u'Flamini M.', u'Oxlade-Chamberlain A.'), (u'Mori R.', u'Jagielka P.'), (u'Gibbs K.', u'Sanchez A.')]",Wenger A.,Martinez R.
Liverpool,Bournemouth,8/17/2015,W,1,0,Pawson C. (Eng),44102,Anfield Road (Liverpool),0.56,0.44,18,13,2,2,11,6,5,5,18,12,6,8,1,0,2,1,11,18,1,4,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Benteke C.', u'Clyne N.', u'Coutinho', u'Gomez J.', u'Henderson J. ', u'Ibe J.', u'Lallana A.', u'Lovren D.', u'Mignolet S. ', u'Milner J.', u'Skrtel M.']","[u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Elphick T. ', u'Francis S.', u'Gradel M.', u'King J.', u""O'Kane E."", u'Ritchie M.', u'Surman A.', u'Wilson C.']","[u'Bogdan A. ', u'Can E.', u'Firmino R.', u'Ings D.', u'Moreno A.', u'Origi D.', u'Toure K.']","[u'Distin S.', u'Federici A. ', u'Gosling D.', u'Mings T.', u'Pugh M.', u'Smith A.', u'Tomlin L.']","[(u'Can E.', u'Henderson J.'), (u'Firmino R.', u'Ibe J.'), (u'Gosling D.', u""O'Kane E.""), (u'Moreno A.', u'Coutinho'), (u'Smith A.', u'Gradel M.'), (u'Tomlin L.', u'King J.')]",Rodgers B.,Howe E.
Southampton,West Brom,1/16/2016,W,3,0,Atkinson M. (Eng),29622,St. Mary's Stadium (Southampton),0.56,0.44,8,9,4,0,2,7,2,2,13,13,1,3,2,4,0,1,10,11,,,4 - 2 - 3 - 1,4 - 4 - 1 - 1,"[u'Bertrand R.', u'Cedric A.', u'Davis S.', u'Fonte J. ', u'Forster F. ', u'Long S.', u'Mane S.', u'Targett M.', u'van Dijk V.', u'Wanyama V.', u'Ward-Prowse J.']","[u'Anichebe V.', u'Dawson C.', u'Evans J.', u'Fletcher D. ', u'Gardner C.', u'McAuley G.', u'McClean J.', u'Myhill B. ', u'Olsson J.', u'Sessegnon S.', u'Yacob C.']","[u'Davis K. ', u'Juanmi', u'Martina C.', u'Pelle G.', u'Romeu O.', u'Tadic D.', u'Yoshida M.']","[u'Berahino S.', u'Brunt C.', u'Chester J.', u'Foster B. ', u'Lambert R.', u'McManaman C.', u'Rondon S.']","[(u'Berahino S.', u'Sessegnon S.'), (u'Brunt C.', u'Fletcher D.'), (u'Martina C.', u'Cedric A.'), (u'Romeu O.', u'Davis S.'), (u'Tadic D.', u'Mane S.'), (u'Rondon S.', u'Olsson J.')]",Koeman R.,Pulis T.
West Ham,Sunderland,2/27/2016,W,1,0,Dean M. (Eng),34946,Boleyn Ground (London),0.53,0.47,9,13,3,4,6,6,0,3,11,11,5,6,0,2,4,2,11,9,1,0,4 - 3 - 3,4 - 1 - 4 - 1,"[u'Adrian ', u'Antonio M.', u'Byram S.', u'Collins J.', u'Cresswell A.', u'Emenike E.', u'Kouyate C.', u'Lanzini M.', u'Noble M. ', u'Ogbonna A.', u'Payet D.']","[u'Cattermole L.', u'Defoe J.', u'Khazri W.', u'Kirchhoff J.', u'Kone L.', u'Mannone V. ', u""M'Vila Y."", u""N'Doye D."", u""O'Shea J. "", u'van Aanholt P.', u'Yedlin D.']","[u'Carroll A.', u'Henry D.', u'Moses V.', u'Obiang P.', u'Oxford R.', u'Randolph D. ', u'Song A.']","[u'Borini F.', u'Jones B.', u'Kaboul Y.', u'Larsson S.', u'Pickford J. ', u'Rodwell J.', u'Toivonen O.']","[(u'Carroll A.', u'Emenike E.'), (u'Moses V.', u'Lanzini M.'), (u'Obiang P.', u'Noble M.'), (u'Rodwell J.', u'Cattermole L.')]",Bilic S.,Allardyce S.
Stoke City,Norwich,1/13/2016,W,3,1,Swarbrick N. (Eng),27274,Bet365 Stadium (Stoke on Trent),0.64,0.36,14,5,4,2,7,3,3,0,8,6,7,3,2,1,1,1,5,8,0,1,4 - 2 - 3 - 1,4 - 4 - 1 - 1,"[u'Afellay I.', u'Arnautovic M.', u'Butland J. ', u'Johnson G.', u'Joselu', u'Krkic B.', u'Pieters E.', u'Shawcross R. ', u'Walters J.', u'Whelan G.', u'Wollscheid P.']","[u'Bassong S.', u'Bennett R.', u'Brady R.', u'Hoolahan W.', u'Howson J.', u'Martin R. ', u'Mbokani D.', u'Odjidja-Ofoe V.', u""O'Neil G."", u'Rudd D. ', u'Tettey A.']","[u'Adam C.', u'Crouch P.', u'Diouf M.', u'Haugaard J. ', u'Odemwingie P.', u'van Ginkel M.', u'Wilson M.']","[u'Dorrans G.', u'Jarvis M.', u'Jerome C.', u'Olsson Mart.', u'Redmond N.', u'Ruddy J. ', u'Wisdom A.']","[(u'Crouch P.', u'Joselu'), (u'Jarvis M.', u'Hoolahan W.'), (u'Jerome C.', u'Mbokani D.'), (u'Odemwingie P.', u'Krkic B.'), (u'Redmond N.', u'Odjidja-Ofoe V.'), (u'van Ginkel M.', u'Arnautovic M.')]",Hughes M,Neil A.
Chelsea,Liverpool,10/31/2015,L,1,3,Clattenburg M. (Eng),41577,Stamford Bridge (London),0.42,0.58,8,16,2,7,2,5,4,4,23,12,1,7,3,2,4,1,9,21,1,4,4 - 2 - 3 - 1,4 - 3 - 2 - 1,"[u'Azpilicueta C.', u'Begovic A. ', u'Cahill G.', u'Costa D.', u'Hazard E.', u'Mikel J. O.', u'Oscar', u'Ramires', u'Terry J. ', u'Willian', u'Zouma K.']","[u'Can E.', u'Clyne N.', u'Coutinho', u'Firmino R.', u'Lallana A.', u'Lucas Leiva', u'Mignolet S. ', u'Milner J. ', u'Moreno A.', u'Sakho M.', u'Skrtel M.']","[u'Amelia M. ', u'Baba Rahman A.', u'Fabregas C.', u'Falcao', u'Kenedy', u'Matic N.', u'Remy L.']","[u'Allen J.', u'Benteke C.', u'Bogdan A. ', u'Ibe J.', u'Lovren D.', u'Randall C.', u'Teixeira J. C.']","[(u'Benteke C.', u'Milner J.'), (u'Fabregas C.', u'Mikel J. O.'), (u'Falcao', u'Azpilicueta C.'), (u'Ibe J.', u'Firmino R.'), (u'Kenedy', u'Hazard E.'), (u'Lovren D.', u'Lallana A.')]",Mourinho J.,Klopp J.
Leicester,Aston Villa,9/13/2015,W,3,2,Dean M. (Eng),31733,King Power Stadium (Leicester),0.49,0.51,21,11,6,4,9,3,6,4,14,10,4,5,1,1,2,3,8,13,2,1,4 - 4 - 2,4 - 2 - 3 - 1,"[u'Albrighton M.', u'De Laet R.', u'Drinkwater D.', u'Huth R.', u'Inler G.', u'Mahrez R.', u'Morgan W. ', u'Okazaki S.', u'Schlupp J.', u'Schmeichel K. ', u'Vardy J.']","[u'Agbonlahor G.', u'Amavi J.', u'Bacuna L.', u'Gil C.', u'Grealish J.', u'Guzan B. ', u'Lescott J.', u'Richards M. ', u'Sanchez C.', u'Sinclair S.', u'Westwood A.']","[u'Dyer N.', u'Kante N.', u'King A.', u'Kramaric A.', u'Schwarzer M. ', u'Simpson D.', u'Ulloa L.']","[u'Ayew J.', u'Bunn M. ', u'Clark C.', u'Gestede R.', u'Hutton A.', u'Richardson K.', u'Veretout J.']","[(u'Dyer N.', u'Okazaki S.'), (u'Ayew J.', u'Gil C.'), (u'Kante N.', u'Inler G.'), (u'Gestede R.', u'Agbonlahor G.'), (u'Hutton A.', u'Bacuna L.'), (u'Ulloa L.', u'Albrighton M.')]",Ranieri C.,Sherwood T.
Stoke City,Bournemouth,9/26/2015,W,2,1,Mason L. (Eng),27742,Bet365 Stadium (Stoke on Trent),0.44,0.56,8,11,5,6,2,1,1,4,14,14,3,7,2,4,5,3,13,11,1,0,4 - 2 - 3 - 1,4 - 4 - 1 - 1,"[u'Adam C.', u'Arnautovic M.', u'Butland J. ', u'Cameron G.', u'Johnson G.', u'Krkic B.', u'Pieters E.', u'Shaqiri X.', u'Walters J.', u'Whelan G. ', u'Wollscheid P.']","[u'Boruc A. ', u'Cook S.', u'Daniels C.', u'Distin S.', u'Francis S. ', u'Gosling D.', u'Pugh M.', u'Ritchie M.', u'Surman A.', u'Tomlin L.', u'Wilson C.']","[u'Afellay I.', u'Crouch P.', u'Diouf M.', u'Given S. ', u'Muniesa M.', u'Joselu', u'van Ginkel M.']","[u'Bennett J.', u'Cargill B.', u'Federici A. ', u'King J.', u'MacDonald S.', u'Murray G.', u'Smith A.']","[(u'Afellay I.', u'Shaqiri X.'), (u'Diouf M.', u'Krkic B.'), (u'King J.', u'Tomlin L.'), (u'Murray G.', u'Wilson C.'), (u'van Ginkel M.', u'Adam C.'), (u'Smith A.', u'Pugh M.')]",Hughes M,Howe E.
Chelsea,Arsenal,9/19/2015,W,2,0,Dean M. (Eng),41584,Stamford Bridge (London),0.64,0.36,22,9,7,2,5,4,10,3,14,13,5,5,0,3,2,5,12,11,3,4,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Azpilicueta C.', u'Begovic A. ', u'Cahill G.', u'Costa D.', u'Fabregas C.', u'Hazard E.', u'Ivanovic B. ', u'Matic N.', u'Oscar', u'Pedro', u'Zouma K.']","[u'Bellerin H.', u'Cazorla S. ', u'Cech P. ', u'Coquelin F.', u'Gabriel', u'Koscielny L.', u'Monreal N.', u'Ozil M.', u'Ramsey A.', u'Sanchez A.', u'Walcott T.']","[u'Blackman J. ', u'Falcao', u'Loftus-Cheek R.', u'Mikel J. O.', u'Ramires', u'Remy L.', u'Terry J.']","[u'Arteta M.', u'Chambers C.', u'Debuchy M.', u'Gibbs K.', u'Giroud O.', u'Ospina D. ', u'Oxlade-Chamberlain A.']","[(u'Chambers C.', u'Coquelin F.)(Own goal'), (u'Mikel J. O.', u'Fabregas C.'), (u'Ramires', u'Oscar'), (u'Giroud O.', u'Ozil M.'), (u'Remy L.', u'Costa D.'), (u'Oxlade-Chamberlain A.', u'Sanchez A.')]",Mourinho J.,Wenger A.
Sunderland,Swansea,8/22/2015,D,1,1,Swarbrick N. (Eng),39198,Stadium of Light (Sunderland),0.43,0.57,10,20,2,9,5,6,3,5,11,20,2,4,4,2,8,1,16,9,4,2,4 - 1 - 4 - 1,4 - 2 - 3 - 1,"[u'Cattermole L.', u'Coates S.', u'Defoe J.', u'Graham D.', u'Jones B.', u'Lens J.', u""M'Vila Y."", u""O'Shea J. "", u'Pantilimon C. ', u'Rodwell J.', u'van Aanholt P.']","[u'Ayew A.', u'Cork J.', u'Fabianski L. ', u'Fernandez F.', u'Gomis B.', u'Montero J.', u'Naughton K.', u'Shelvey J.', u'Sigurdsson G.', u'Taylor N.', u'Williams A. ']","[u'Brown W.', u'Fletcher S.', u'Giaccherini E.', u'Larsson S.', u'Mannone V. ', u'Matthews A.', u'Watmore D.']","[u'Bartley K.', u'Britton L.', u'Dyer N.', u'Eder', u'Nordfeldt K. ', u'Rangel A.', u'Routledge W.']","[(u'Fletcher S.', u'Graham D.'), (u'Larsson S.', u'Lens J.'), (u'Eder', u'Gomis B.'), (u'Watmore D.', u'Defoe J.')]",Advocaat D.,Monk G.
Newcastle Utd,Arsenal,8/29/2015,L,0,1,Marriner A. (Eng),50388,St. James Park (Newcastle),0.26,0.74,1,22,0,9,1,5,0,8,10,19,0,9,2,2,8,0,15,8,6,1,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Anita V.', u'Colback J.', u'Coloccini F. ', u'Haidara M.', u'Janmaat D.', u'Krul T. ', u'Mbemba Ch.', u'Mitrovic A.', u'Sissoko M.', u'Thauvin F.', u'Wijnaldum G.']","[u'Bellerin H.', u'Cazorla S. ', u'Cech P. ', u'Coquelin F.', u'Gabriel', u'Koscielny L.', u'Monreal N.', u'Oxlade-Chamberlain A.', u'Ramsey A.', u'Sanchez A.', u'Walcott T.']","[u'Cisse P.', u'Darlow K. ', u'de Jong S.', u'Obertan G.', u'Perez A.', u'Taylor S.', u'Tiote C.']","[u'Arteta M.', u'Campbell J.', u'Chambers C.', u'Debuchy M.', u'Gibbs K.', u'Giroud O.', u'Ospina D. ']","[(u'Cisse P.', u'Sissoko M.'), (u'Arteta M.', u'Oxlade-Chamberlain A.'), (u'de Jong S.', u'Thauvin F.'), (u'Perez A.', u'Anita V.'), (u'Giroud O.', u'Walcott T.')]",McClaren S.,Wenger A.
Tottenham,Aston Villa,11/2/2015,W,3,1,Dean M. (Eng),34882,White Hart Lane (London),0.62,0.38,17,13,6,2,4,5,7,6,16,9,4,3,3,1,1,3,6,15,0,3,4 - 2 - 3 - 1,4 - 2 - 3 - 1,"[u'Alderweireld T.', u'Alli D.', u'Dembele M.', u'Dier E.', u'Eriksen C.', u'Kane H.', u'Lamela E.', u'Lloris H. ', u'Rose D.', u'Vertonghen J.', u'Walker K.']","[u'Agbonlahor G. ', u'Bacuna L.', u'Clark C.', u'Grealish J.', u'Guzan B. ', u'Hutton A.', u'Lescott J.', u'Richardson K.', u'Sanchez C.', u'Sinclair S.', u'Westwood A.']","[u'Davies B.', u'Fazio F.', u'Mason R.', u'Onomah J.', u'Townsend A.', u'Trippier K.', u'Vorm M. ']","[u'Amavi J.', u'Ayew J.', u'Bunn M. ', u'Crespo J. A.', u'Gestede R.', u'Gil C.', u'Veretout J.']","[(u'Davies B.', u'Rose D.'), (u'Ayew J.', u'Westwood A.'), (u'Mason R.', u'Dembele M.'), (u'Onomah J.', u'Alli D.'), (u'Gestede R.', u'Agbonlahor G.'), (u'Gil C.', u'Grealish J.')]",Pochettino M.,MacDonald K.
Sunderland,Newcastle Utd,10/25/2015,W,3,0,Madley R. (Eng),47653,Stadium of Light (Sunderland),0.39,0.61,9,21,3,8,1,8,5,5,11,13,1,10,0,1,8,0,12,10,0,2,4 - 2 - 3 - 1,4 - 4 - 2,"[u'Cattermole L.', u'Fletcher S.', u'Johnson A.', u'Jones B.', u'Kaboul Y.', u'Lens J.', u""M'Vila Y."", u""O'Shea J. "", u'Pantilimon C. ', u'Toivonen O.', u'Yedlin D.']","[u'Colback J.', u'Coloccini F. ', u'Dummett P.', u'Elliot R. ', u'Janmaat D.', u'Mbemba Ch.', u'Mitrovic A.', u'Perez A.', u'Sissoko M.', u'Tiote C.', u'Wijnaldum G.']","[u'Coates S.', u'Defoe J.', u'Gomez J.', u'Larsson S.', u'Mannone V. ', u'van Aanholt P.', u'Watmore D.']","[u'Anita V.', u'Cisse P.', u'de Jong S.', u'Haidara M.', u'Lascelles J.', u'Thauvin F.', u'Woodman F. ']","[(u'Coates S.', u""O'Shea J.""), (u'Anita V.', u'Colback J.'), (u'Defoe J.', u'Toivonen O.'), (u'Larsson S.', u'Lens J.'), (u'Lascelles J.', u'Tiote C.'), (u'Thauvin F.', u'Dummett P.')]",Allardyce S.,McClaren S.
